region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
VII (Central Visayas),Cebu,Consolacion,Cebu,302990,Jugan NHS,HS,113,91,91,101,72,89,78,65
VII (Central Visayas),Cebu,Sibonga,Cebu,303022,Julian Enad NHS,HS,48,42,42,27,33,30,29,33
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),Dumaguete City,303167,Junob NHS,HS,176,161,175,166,155,160,131,129
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,312933,Kakha HS,HS,17,27,11,12,11,18,9,14
VII (Central Visayas),Cebu,Tabogon,Cebu,303023,Kal-anan NHS,HS,61,38,45,64,63,42,50,41
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303239,Kalamtukan NHS,HS,39,40,19,33,21,26,22,35
VII (Central Visayas),Cebu,Tuburan,Cebu,312453,Kalangahan NHS,HS,45,18,0,0,0,0,0,0
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303237,Kalumboyan NHS,HS,86,103,70,78,77,100,73,80
VII (Central Visayas),Cebu,Tuburan,Cebu,312452,Kansi NHS,HS,16,23,28,30,0,0,0,0
VII (Central Visayas),Bohol,Alicia,Bohol,312359,Katipunan HS,HS,37,36,0,0,0,0,0,0
VII (Central Visayas),Bohol,Carmen,Bohol,302860,Katipunan NHS,HS,140,115,125,110,88,96,77,82
VII (Central Visayas),Bohol,Carmen,Bohol,312318,Katipunan NHS Annex,HS,63,47,42,48,41,46,31,39
VII (Central Visayas),Negros Oriental,Manjuyod,Negros Oriental,312903,Kauswagan HS,HS,18,20,24,6,19,20,11,15
VII (Central Visayas),Bohol,Trinidad,Bohol,302862,Kauswagan NHS,HS,38,29,20,35,27,37,16,20
VII (Central Visayas),Cebu,Medellin,Cebu,303024,Kawit NHS,HS,144,108,117,92,116,110,88,98
VII (Central Visayas),Siquijor,Lazi,Siquijor,303294,Kinamandagan High School,HS,23,11,15,11,12,9,10,10
VII (Central Visayas),Bohol,Trinidad,Bohol,312305,Kinan-oan HS,HS,44,41,39,51,34,21,29,38
VII (Central Visayas),Cebu,Santa Fe,Cebu,303028,Kinartacan NHS,HS,95,89,75,86,81,62,65,70
VII (Central Visayas),Cebu,San Remigio,Cebu,312443,Kinawahan Integrated School,HS,30,15,26,8,0,0,0,0
VII (Central Visayas),Bohol,Alicia,Bohol,302863,La Hacienda NHS,HS,62,64,86,64,76,74,80,59
VII (Central Visayas),Negros Oriental,La Libertad,Negros Oriental,303243,La Libertad Technical-Vocational School,HS,193,219,173,158,121,189,119,141
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302935,La Paz NHS,HS,50,54,43,41,69,62,57,59
VII (Central Visayas),Bohol,Candijay,Bohol,302864,La Union NHS,HS,80,43,48,46,37,47,56,56
VII (Central Visayas),Cebu,City of Talisay,Talisay City,322206,Lagtang Night HS,HS,74,42,87,33,66,37,67,41
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303139,Lahug NHS (Night),HS,248,174,201,168,200,180,183,153
VII (Central Visayas),Cebu,Pinamungahan,Cebu,303029,Lamac NHS,HS,154,132,84,96,66,84,64,85
VII (Central Visayas),Cebu,San Remigio,Cebu,303030,Lambusan NHS,HS,69,75,66,50,88,99,83,76
VII (Central Visayas),Cebu,Balamban,Cebu,302948,Lamesa NHS,HS,61,66,41,46,35,45,20,36
VII (Central Visayas),Cebu,Pilar,Cebu,303031,"Lanao NHS, Pilar",HS,57,34,36,29,41,38,43,32
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312433,Lanas NHS,HS,13,7,11,14,13,11,11,8
VII (Central Visayas),Cebu,Ronda,Cebu,303033,Langin NHS,HS,53,39,49,34,51,47,30,53
VII (Central Visayas),Cebu,Consolacion,Cebu,303011,Lanipga NHS,HS,34,26,19,17,28,27,21,25
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,321905,Lapay HS,HS,55,55,49,50,33,46,20,26
VII (Central Visayas),Cebu,Liloan,Cebu,312428,Lataban NHS,HS,35,32,27,15,33,26,19,26
VII (Central Visayas),Cebu,City of Talisay,Talisay City,322209,Lawaan III National High School (Night),HS,52,41,67,38,24,30,20,27
VII (Central Visayas),Cebu,Danao City,Danao City,303036,Lawaan NHS,HS,76,78,36,50,38,45,36,45
VII (Central Visayas),Cebu,City of Talisay,Talisay City,303040,"Lawaan NHS, Talisay",HS,182,168,142,142,148,146,93,129
VII (Central Visayas),Siquijor,Lazi,Siquijor,303295,Leon Parami High School,HS,26,19,22,11,25,27,18,22
VII (Central Visayas),Cebu,San Remigio,Cebu,303041,Libaong NHS,HS,32,29,30,39,41,37,41,41
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302936,Libertad NHS,HS,55,51,58,43,41,45,45,55
VII (Central Visayas),Cebu,City of Carcar,Carcar City,324901,LIBURON NATIONAL HIGH SCHOOL,HS,65,43,74,72,62,48,46,45
VII (Central Visayas),Cebu,Sogod,Cebu,303109,Liki NHS,HS,47,43,27,39,27,28,22,33
VII (Central Visayas),Bohol,Lila,Bohol,302868,Lila NHS,HS,113,108,85,74,87,95,70,91
VII (Central Visayas),Cebu,Liloan,Cebu,303092,Liloan NHS,HS,376,390,261,244,225,236,183,201
VII (Central Visayas),Cebu,Minglanilla,Cebu,303042,Lipata NHS,HS,192,125,154,147,131,165,117,146
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303177,Lo-ok National High School,HS,87,74,80,60,81,64,65,59
VII (Central Visayas),Bohol,Loboc,Bohol,302869,Loboc NHS,HS,50,48,41,46,62,57,36,33
VII (Central Visayas),Cebu,Daanbantayan,Cebu,303043,Logon NHS,HS,51,51,42,60,53,59,43,33
VII (Central Visayas),Bohol,Jagna,Bohol,302870,Lonoy Heroes MHS,HS,71,53,57,61,44,45,55,40
VII (Central Visayas),Negros Oriental,Bais City,Bais City,303215,Lonoy National High School,HS,41,34,32,40,14,25,24,24
VII (Central Visayas),Cebu,Asturias,Cebu,303044,Looc Norte NHS,HS,148,127,113,121,99,103,76,76
VII (Central Visayas),Bohol,Loon,Bohol,302871,Loon South National HS,HS,41,17,35,26,22,29,19,34
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,303269,Lorenza P. Palarpalar MHS (Bonbonon PCHS),HS,13,16,17,24,20,17,21,16
VII (Central Visayas),Cebu,San Francisco,Cebu,303122,Lorenzo C. Tanza Memorial National High School,HS,127,109,95,119,84,100,66,90
VII (Central Visayas),Cebu,Tabogon,Cebu,303006,Loreto-Remedios Montebon NHS,HS,23,29,29,23,19,19,11,17
VII (Central Visayas),Bohol,Cortes,Bohol,312355,Lourdes High School,HS,31,17,0,0,0,0,0,0
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,303284,Lourdes L. del Prado MNHS,HS,98,89,89,70,63,73,54,58
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,303285,Lourdes L. del Prado MNHS ( Bahian),HS,31,21,23,19,20,28,18,27
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,303287,Lourdes L. del Prado MNHS (Pal-ew),HS,39,52,36,41,24,40,28,40
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,303288,Lourdes L. del Prado MNHS (Sto. Ni_o),HS,35,40,41,29,25,24,14,18
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,303286,Lourdes Ledesma del Prado Memorial High School (Novallas),HS,41,36,26,43,24,25,28,29
VII (Central Visayas),Bohol,Panglao,Bohol,302872,Lourdes NHS,HS,239,204,195,179,146,197,118,149
VII (Central Visayas),Bohol,Buenavista,Bohol,302831,Lubang NHS,HS,51,43,38,39,26,20,23,36
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,322305,Luca HS,HS,25,19,23,17,20,25,22,23
VII (Central Visayas),Cebu,Poro,Cebu,303008,Luciano B. Rama Sr. MNHS,HS,99,107,88,78,69,56,48,49
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323010,Lucila C. Yared National High School,HS,19,19,10,16,13,22,11,18
VII (Central Visayas),Bohol,Mabini,Bohol,312336,Lungsodaan High School,HS,31,29,19,22,34,24,16,20
VII (Central Visayas),Cebu,Boljoon,Cebu,302944,Lunop NHS,HS,34,15,27,36,24,19,19,22
VII (Central Visayas),Cebu,Toledo City,Toledo City,303318,LURAY II NATIONAL HIGH SCHOOL (DAY & NIGHT),HS,383,364,299,331,217,266,204,231
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303132,Lusaran NHS,HS,49,46,31,36,39,38,29,33
VII (Central Visayas),Cebu,Pinamungahan,Cebu,303078,Lut-od NHS,HS,58,44,55,45,29,35,24,31
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",325307,Lutac NHS,HS,25,15,24,32,18,18,24,15
VII (Central Visayas),Cebu,San Remigio,Cebu,303046,Luyang NHS,HS,62,70,43,48,66,60,43,34
VII (Central Visayas),Negros Oriental,Ayungon,Negros Oriental,303277,Mabato Provincial Community High School,HS,50,52,44,44,34,33,23,43
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,303244,Mabinay National High School,HS,230,243,225,212,168,206,165,201
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,312951,Mabinay Science High School,HS,15,14,16,28,9,22,9,10
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303158,Mabini Integrated School,HS,32,24,27,25,19,13,18,15
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303151,MABOLO NATIONAL HIGH SCHOOL,HS,357,338,257,290,309,280,172,237
VII (Central Visayas),Cebu,Tabuelan,Cebu,312422,Mabunao NHS-Juan Pamplona Ext.,HS,23,19,22,16,21,16,9,11
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303178,Mactan NHS,HS,452,403,381,328,295,348,211,282
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303179,Mactan NHS - Punta Engano HS Ext.,HS,88,75,70,78,57,75,62,67
VII (Central Visayas),Cebu,Madridejos,Cebu,303047,Madridejos NHS,HS,453,385,322,356,246,303,243,274
VII (Central Visayas),Cebu,Alegria,Cebu,303096,Madridejos NHS (Alegria),HS,86,56,72,66,57,49,47,55
VII (Central Visayas),Cebu,Toledo City,Toledo City,303312,Magdugo NHS,HS,165,156,133,125,94,101,73,110
VII (Central Visayas),Cebu,City of Talisay,Talisay City,322201,Maghaway NHS,HS,54,62,29,21,45,49,29,33
VII (Central Visayas),Negros Oriental,Basay,Negros Oriental,303220,Maglinao National High School,HS,51,43,44,39,28,35,16,29
VII (Central Visayas),Cebu,San Fernando,Cebu,303049,Magsico NHS,HS,110,79,67,84,80,108,64,77
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,312807,Maguikay HS,HS,122,87,78,69,81,60,62,69
VII (Central Visayas),Bohol,San Miguel,Bohol,302873,Mahayag NHS,HS,102,117,88,86,86,80,87,88
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312435,Mainit NHS,HS,26,19,14,23,14,6,0,0
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,321909,Malabugas HS,HS,49,59,60,48,0,0,0,0
VII (Central Visayas),Negros Oriental,Canlaon City,Negros Oriental,312954,Malaiba HS,HS,39,45,44,49,0,0,0,0
VII (Central Visayas),Cebu,Daanbantayan,Cebu,302962,Malingin NHS,HS,58,31,48,37,39,37,21,25
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,303253,Maloh PCHS,HS,78,78,51,76,49,59,37,41
VII (Central Visayas),Cebu,Barili,Cebu,303050,Malolos NHS,HS,59,34,59,34,27,38,33,38
VII (Central Visayas),Negros Oriental,Dauin,Negros Oriental,312919,Malongcay Dacu High School,HS,25,24,26,22,28,21,19,18
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,312512,Malubog Integrated School,HS,20,28,27,21,19,28,26,20
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303146,Mambaling NHS (Night),HS,90,73,99,71,92,76,88,97
VII (Central Visayas),Cebu,Sibonga,Cebu,312457,Manatad NHS,HS,18,27,32,25,30,22,0,0
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303200,Mandaue City CNHS - Labogon NHS Ext.,HS,125,122,160,94,150,117,77,111
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303201,Mandaue City CNHS - Mandaue City Science HS Ext.,HS,32,48,42,52,29,46,12,51
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303199,Mandaue City Comprehensive NHS,HS,627,616,483,577,373,487,284,424
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,312806,Mandaue City School for the Arts,HS,15,21,13,29,6,23,14,26
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,312809,Mandaue SPED Center HS,HS,11,8,4,10,10,6,9,12
VII (Central Visayas),Cebu,Argao,Cebu,302986,Mandilikit NHS,HS,19,16,29,23,20,28,28,18
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303240,Manduaw NHS,HS,45,35,29,42,21,27,19,19
VII (Central Visayas),Bohol,Tagbilaran City (Capital),Tagbilaran City,302874,Manga National High School,HS,154,130,119,148,104,114,75,90
VII (Central Visayas),Cebu,Asturias,Cebu,312418,Manguiao NHS,HS,35,30,35,29,22,29,16,24
VII (Central Visayas),Cebu,Sibonga,Cebu,303051,Mangyan NHS,HS,17,15,12,23,21,21,16,27
VII (Central Visayas),Negros Oriental,Sibulan,Negros Oriental,312901,Maningcao National High School,HS,27,28,19,19,20,19,4,16
VII (Central Visayas),Cebu,City of Talisay,Talisay City,322203,Manipis NHS,HS,25,24,15,16,26,16,12,22
VII (Central Visayas),Negros Oriental,Manjuyod,Negros Oriental,303251,Manjuyod NHS,HS,235,258,218,175,141,160,133,154
VII (Central Visayas),Negros Oriental,Manjuyod,Negros Oriental,312961,Manjuyod Science HS,HS,7,27,5,21,4,17,5,18
VII (Central Visayas),Cebu,Dalaguete,Cebu,302999,Manlapay National High School,HS,58,64,46,48,44,37,27,37
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323007,Mansangaban National HS,HS,36,35,30,20,19,23,23,32
VII (Central Visayas),Bohol,Tagbilaran City (Capital),Tagbilaran City,302875,Mansasa National High School,HS,104,63,79,82,74,78,63,60
VII (Central Visayas),Bohol,Catigbian,Bohol,302877,Mantacida NHS,HS,48,35,41,25,37,34,29,35
VII (Central Visayas),Cebu,Barili,Cebu,303052,Mantalongon NHS,HS,139,131,141,146,108,125,106,122
VII (Central Visayas),Cebu,Dalaguete,Cebu,303000,Mantalongon NHS,HS,240,222,177,201,117,151,111,159
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,312939,Mantiquil Masaligan HS,HS,16,22,16,19,10,7,4,11
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323005,Manuel L. Teves Memorial HS,HS,28,23,24,10,9,20,4,11
VII (Central Visayas),Cebu,Borbon,Cebu,312423,Mar and Dorie Darunday NHS,HS,49,47,37,33,29,22,26,13
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,303252,Maria Macahig NHS,HS,103,96,77,65,77,90,50,73
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303180,Marigondon NHS,HS,501,600,413,508,423,492,323,463
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303181,Marigondon NHS - Basak Night HS Ext.,HS,128,95,121,80,86,107,102,101
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,312703,Marigondon NHS - Gun-ob HS,HS,197,200,158,148,142,152,108,121
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303182,Marigondon NHS - Gun-ob Night HS,HS,35,24,35,42,48,39,43,43
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303183,Marigondon NHS - Science Tech. Educ. Center (STEC) Ext.,HS,14,15,7,13,14,7,9,14
VII (Central Visayas),Cebu,Santa Fe,Cebu,312445,Marikaban Integrated School,HS,26,24,44,20,0,0,0,0
VII (Central Visayas),Cebu,Danao City,Danao City,303037,Maslog National High School,HS,83,64,112,94,81,97,93,102
VII (Central Visayas),Negros Oriental,Canlaon City,Negros Oriental,312955,Masulog HS,HS,50,60,50,56,0,0,0,0
VII (Central Visayas),Cebu,Toledo City,Toledo City,303313,Matab-ang NHS,HS,212,203,150,171,140,143,107,117
VII (Central Visayas),Cebu,City of Carcar,Carcar City,303016,Maximino Noel Memorial National High School,HS,150,112,126,111,115,92,80,81
VII (Central Visayas),Cebu,Daanbantayan,Cebu,303053,Maya NHS,HS,79,78,99,79,84,83,85,58
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312436,Mayana NHS,HS,12,9,8,9,0,0,0,0
VII (Central Visayas),Negros Oriental,Mabinay,Negros Oriental,312959,Mayaposi CHS,HS,30,19,43,24,0,0,0,0
VII (Central Visayas),Bohol,Calape,Bohol,302824,Mayor A. R. Tuazon Nat'l Sch. of Fisheries,HS,55,40,41,67,26,42,27,37
VII (Central Visayas),Bohol,Talibon,Bohol,312313,Mayor Catalino Casoyla MHS,HS,75,70,59,60,47,63,42,45
VII (Central Visayas),Bohol,Pres. Carlos P. Garcia (Pitogo),Bohol,312303,Mayor Inocencio B. Mendez HS,HS,82,79,59,62,34,60,49,46
VII (Central Visayas),Bohol,Valencia,Bohol,312311,Mayor Pablo O. Lim MHS,HS,58,54,44,40,36,41,44,28
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323012,Mayor Praxedes P. Villanueva II Memorial High School,HS,27,34,32,33,22,17,15,22
VII (Central Visayas),Bohol,Guindulman,Bohol,302878,Mayuga NHS,HS,83,76,80,57,54,62,48,55
VII (Central Visayas),Cebu,Medellin,Cebu,303054,Medellin National High School,HS,166,119,129,88,75,68,49,84
VII (Central Visayas),Cebu,Medellin,Cebu,303027,Medellin National Science and Technology School,HS,20,33,19,27,12,46,25,29
VII (Central Visayas),Cebu,Toledo City,Toledo City,303314,Media Once NHS,HS,86,67,45,58,56,38,44,46
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,312932,Milagrosa HS,HS,26,37,30,30,18,27,22,21
VII (Central Visayas),Cebu,Balamban,Cebu,312429,Milan-Cantuod NHS,HS,63,42,49,48,53,35,42,32
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,321903,Minaba HS,HS,51,56,32,50,20,37,17,32
VII (Central Visayas),Cebu,Minglanilla,Cebu,303055,Minglanilla Science HS,HS,32,49,37,75,30,62,35,38
VII (Central Visayas),Cebu,Moalboal,Cebu,302927,Moalboal NHS,HS,127,103,104,86,105,81,76,73
VII (Central Visayas),Cebu,Sogod,Cebu,303110,Mohon NHS,HS,75,59,80,55,64,54,59,41
VII (Central Visayas),Cebu,City of Talisay,Talisay City,303056,Mohon NHS (Mohon Divino Amore NHS),HS,170,99,127,123,77,90,70,74
VII (Central Visayas),Cebu,Malabuyoc,Cebu,303057,Monta_eza NHS,HS,86,73,77,49,74,77,53,49
VII (Central Visayas),Cebu,Tuburan,Cebu,303059,Montealegre NHS,HS,32,45,55,42,47,42,24,25
VII (Central Visayas),Cebu,Alegria,Cebu,312460,Montpeller NHS,HS,44,45,32,32,24,11,0,0
VII (Central Visayas),Cebu,Compostela,Cebu,303062,Mulao NHS,HS,79,62,58,68,79,50,56,63
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312432,Naalad NHS,HS,14,13,24,18,16,11,0,0
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312434,Naga Enhanced Sci. NHS,HS,6,25,9,17,11,17,0,0
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",303065,Naga NHS,HS,399,391,312,370,288,336,246,339
VII (Central Visayas),Cebu,City of Naga,"City of Naga, Cebu",312437,Naga SPED High School,HS,0,0,2,2,2,2,2,3
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,312936,Nagbalaye HS,HS,58,74,49,46,41,46,30,43
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,312931,Nagbinlod HS,HS,16,16,10,10,15,8,12,9
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,322303,Nagsala HS,HS,31,45,19,19,15,25,16,25
VII (Central Visayas),Bohol,Clarin,Bohol,302879,Nahawan NHS,HS,106,81,84,75,71,73,58,71
VII (Central Visayas),Negros Oriental,City of Tanjay,Tanjay City,322306,Namonbon HS,HS,14,11,11,10,10,8,0,0
VII (Central Visayas),Cebu,Balamban,Cebu,302949,Nangka NHS,HS,183,197,159,139,139,142,98,117
VII (Central Visayas),Negros Oriental,Siaton,Negros Oriental,312938,Napacao HS,HS,21,14,21,17,9,18,15,13
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303254,Narra HS,HS,47,53,30,47,38,50,34,28
VII (Central Visayas),Negros Oriental,Dumaguete City (Capital),Negros Oriental,303255,Negros Oriental NHS,HS,486,497,377,435,348,449,303,434
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303193,"Nemesio-Epifania Taneo MHS (Tingo HS (DE, January 15, 1995)",HS,98,111,94,79,58,83,77,49
VII (Central Visayas),Cebu,Danao City,Danao City,303038,Nicolas U. Tiongko Memorial National High School,HS,22,34,24,38,30,18,24,15
VII (Central Visayas),Cebu,Alcoy,Cebu,302918,Nug-as NHS,HS,47,47,43,34,41,44,31,44
VII (Central Visayas),Negros Oriental,Santa Catalina,Negros Oriental,303264,Obat High School,HS,58,44,33,46,41,38,42,46
VII (Central Visayas),Cebu,Bantayan,Cebu,312438,Oboob Integrated School,HS,22,21,17,18,16,17,0,0
VII (Central Visayas),Cebu,City of Carcar,Carcar City,356059,Ocana National High School (Kalangyawon Extension),HS,12,24,14,19,16,13,18,18
VII (Central Visayas),Cebu,City of Carcar,Carcar City,303066,OCA„A NHS,HS,313,239,182,194,175,204,151,163
VII (Central Visayas),Cebu,City of Bogo,Bogo City,302937,Odlot NHS,HS,16,24,19,27,18,24,18,26
VII (Central Visayas),Negros Oriental,Bais City,Bais City,323008,Okiot National High School,HS,35,34,34,25,21,27,24,25
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,303256,Omod National High School,HS,56,66,46,58,26,50,27,34
VII (Central Visayas),Negros Oriental,Bacong,Negros Oriental,303267,Ong Che Tee - Bacong High Sch.,HS,117,90,85,86,58,76,50,80
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,303162,OPRRA NHS (Day & Night),HS,120,106,118,108,86,88,72,60
VII (Central Visayas),Cebu,Oslob,Cebu,303099,Oslob NHS,HS,168,111,114,121,110,118,105,99
VII (Central Visayas),Negros Oriental,Jimalalud,Negros Oriental,303257,Owacan Provincial Comm. HS,HS,51,72,42,44,29,54,20,43
VII (Central Visayas),Bohol,Loboc,Bohol,302880,Oy NHS,HS,32,25,20,24,23,15,17,22
VII (Central Visayas),Negros Oriental,La Libertad,Negros Oriental,303258,Pacuan National High School,HS,103,171,82,120,72,99,70,96
VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),Bayawan City,321910,Pagatban HS,HS,24,27,15,18,10,10,0,0
VII (Central Visayas),Bohol,Maribojoc,Bohol,302881,Pagnito-an NHS,HS,67,58,46,57,36,31,34,37
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303196,Pagsabungan National High School,HS,126,109,141,104,109,101,81,93
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303184,Pajo NHS,HS,319,299,228,244,198,223,180,200
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303185,Pajo NHS - Pajo (Night) HS,HS,61,39,47,47,64,50,58,41
VII (Central Visayas),Cebu,Lapu-Lapu City (Opon),Lapu-Lapu City,303186,"Pajo NHS - Pasay City North HS, MAB Annex",HS,55,41,39,50,53,58,55,57
VII (Central Visayas),Cebu,Mandaue City,Mandaue City,303203,Paknaan NHS,HS,305,222,253,224,227,261,179,192
VII (Central Visayas),Cebu,Ginatilan,Cebu,312459,Palanas Integrated School,HS,18,15,0,0,0,0,0,0
VII (Central Visayas),Bohol,Baclayon,Bohol,312317,Pamilacan HS,HS,19,18,13,21,21,17,34,12
VII (Central Visayas),Negros Oriental,Pamplona,Negros Oriental,303259,Pamplona NHS,HS,128,145,118,127,82,123,68,114
VII (Central Visayas),Cebu,Cebu City (Capital),Cebu City,312507,Pamutan IS,HS,21,14,12,14,4,8,8,14
