sequence,city,trade_or_business_name,printer_name,registered_address,permanent_accreditation_number,date_of accreditation,email_address,contact_number
RDO 90,"Maasin, Southern Leyte",Terante Printing Press,Lendy T. Becerro,"Rizal St. Zone IV, Sogod, Southern Leyte",090MP20140000000001,15-Jan-14,teranteprinting@gmail.com,"(053) 382-2156"
RDO 91,Dipolog City,Amethyst Printing Press,Proceso S. Racho,Aguilar St. Dipolog City,091MP20130000000003,27-Dec-13,joracho1964@yahoo.com,(065) 212-4981
RDO 91,Dipolog City,"Andres Bonifacio College Press, Inc.","Andres Bonifacio College Press, Inc.",031 Gonzales St. Dipolog City,091MP20130000000004,27-Dec-13,abcollegepress@yahoo.com,(065) 212-3331
RDO 91,Dipolog City,Dionaldo Printing Press,Miriam C. Dionaldo,"Fatima, Liloy, Zambo. Del Norte",091MP20130000000002,27-Dec-13,dionaldoprinting_515@yahoo.com,0930-7092968
RDO 91,Dipolog City,RG Ting Printing Press,Ruby Grace T. Ganados,C.P. Garcia St. Dipolog City,091MP20130000000005,27-Dec-13,rubert321@yahoo.com,(065) 212-2699
RDO 91,Dipolog City,Rj-Cel Printing Press,Joann G. Celerinos,"Sindangan, Zambo. Del Norte",091MP20130000000001,27-Dec-13,romelcelerinos@yahoo.com,0919-5765902
RDO 91,Dipolog City,Young Printing Press,Anecito U. Young,"Quezon Ave., Dipolog City",091MP20130000000006,27-Dec-13,freedom_nandau@yahoo.com,"(065) 212-4343/212-6665"
RDO 92,"Pagadian City, Zamboanga Del Sur",A. Baguio Printing Press and Enterprises,Arnold L. Baguio,"Culo, Molave, Zamboanga Del Sur",092MP20130000000001,4-Nov-13,a.baguioprintingpress@yahoo.com,0909-3679618
RDO 92,"Pagadian City, Zamboanga Del Sur",Abing Print Services and General Merchandise,Felimon P. Abing Jr.,"Rizal Ave., Gatas Dist. Pagadian City",092MP20130000000004,15-Nov-13,jomartshai@yahoo.com,(062) 215-2557
RDO 92,"Pagadian City, Zamboanga Del Sur",Alfred Printers and Supplies Corporation,Alfred Printers and Supplies Corporation,0792 Consolacion Sto Nino  Pagadian City,092MP20130000000007,25-Nov-13,marilynsombilon@alfredprinters.com.,(062) 214-1807
RDO 92,"Pagadian City, Zamboanga Del Sur",Flor De Liz Print and Services,Flora Andot Lumapas,Molave Zamboanga Del Sur,092MP20130000000006,22-Nov-13,dexynizelumapas@yahoo.com,0919-8294676
RDO 92,"Pagadian City, Zamboanga Del Sur","Pagadian Educational Supply and Printing Services",Maria Gloria Ariosa Castelo,"Deleverio Building, Rizal Ave. Pagadian City",092MP20130000000005,19-Nov-13,pes_printing@yahoo.com,(062) 214-1565
RDO 92,"Pagadian City, Zamboanga Del Sur",Pagtimes Printers,Pede G. Lu,Alano Santiago Pagadian City,092MP20130000000008,29-Nov-13,donlu. myturn @yahoo.com,0922-8570758
RDO 92,"Pagadian City, Zamboanga Del Sur",Saint Mary Press,Felipa M. Casinillo,0167 F.S. Pajares Ave. Pagadian City,092MP20130000000003,12-Nov-13,casinillo_cheryl@yahoo.com,(062) 215-2268
RDO 92,"Pagadian City, Zamboanga Del Sur","The ""Dj"" Printing Press",Romelyn T. Ramonal,"Prk Salingsing, Tiguma, Pagadian City",092MP20130000000002,7-Nov-13,coks_force@yahoo.com,0909-3163245
RDO 93A,Zamboanga City,Astoria Printing and Publishing,Joy L. Galande,Major Jaldon St. Zamboanga City,93AMP20130000000003,20-Dec-13,astoria.printing.puv.co@gmail.com,"(062) 991-9398"
RDO 93A,Zamboanga City,Canelar Printing Press,Alfonso J. Anastacio,M. Jaldon St. Zamboanga City,93AMP20130000000001,20-Dec-13,winchie67@yahoo.com,"(062) 991-4191"
RDO 93A,Zamboanga City,Ceejay's Enterprises,Charito J. Canopin,Barcelona St. Zamboanga City,93AMP20130000000010,20-Dec-13,ceejaycee9@yahoo.com.ph,"(062) 991-5350"
RDO 93A,Zamboanga City,Freedom Commercial Printers,Freedom Industries Inc.,"Gov. Ramos Ave., Sta. Maria Zamboanga City",93AMP20130000000013,20-Dec-13,fcprinters@gmail.com,"(062) 992-5111"
RDO 93A,Zamboanga City,Golden Star Printing Press,Anita A. Parajado,Mayor Vitaliano Agan Ave. Camino Nuevo,93AMP20130000000012,20-Dec-13,goldenstar24@yahoo.com,"(062) 992-6925"
RDO 93A,Zamboanga City,Leader's Press,Ruben R. Erasga,Falcatan St. Zamboanga City,93AMP20130000000005,20-Dec-13,leaderspress@yahoo.com,"(062) 991-4516"
RDO 93A,Zamboanga City,May Bilang Printing and Publishing,May D. Bilang,"San Jose Panigayn, Zamboanga City",93AMP20130000000017,20-Dec-13,raventraveltours@yahoo.com,"(062) 955-1125"
RDO 93A,Zamboanga City,MCL Xerox and Printing Center,Nixon  Tan Go,"Gov. Lim Ave., Zamboanga City",93AMP20130000000002,20-Dec-13,nixon.go@gmail.com,"(062) 992-0175"
RDO 93A,Zamboanga City,Mekelles Enteprises,Ellimelyn Tan,Talon-Talon Loop Zamboanga City,93AMP20130000000004,20-Dec-13,edz2006@gmail.com,"(062) 991-2962"
RDO 93A,Zamboanga City,New Alliance Press,Ronniel B. Climaco,Gov. Camins St. Zamboanga City,93AMP20130000000006,20-Dec-13,alliance_press@yahoo.com,"(062) 991-2664"
RDO 93A,Zamboanga City,Print Line and Stationery Supply,Richard R. Tubio,"San Jose Road, Baliwasan, Zamboanga City",93AMP20130000000015,20-Dec-13,printliness@yahoo.com,"(062) 991-5522"
RDO 93A,Zamboanga City,Printex Printers Incorporated,Printex Printers Incorporated,"Canelar, Zamboanga City",93AMP20130000000008,20-Dec-13,printexprinters 2007@gmail.com,"(062) 991-1107"
RDO 93A,Zamboanga City,Scrolls Printing Services,Rene Dy Climaco,Tomas Claudio St. Zamboanga City,93AMP20130000000016,20-Dec-13,scrollsprtg@yahoo.com,"(062) 926-5644"
RDO 93A,Zamboanga City,U-Print Enterprises,Keston Ong Yu,Nunez St. Zamboanga City,93AMP20130000000007,20-Dec-13,uprintzc@yahoo.com,"(062) 993-0181"
RDO 93A,Zamboanga City,Z. Print and Paper Specalists,Solita Wee Ebol,36 Pilar St. Zamboanga City,93AMP20130000000011,20-Dec-13,zambopps@yahoo.com,"(062) 991-2228"
RDO 93A,Zamboanga City,Zamboanga Peninsula Journal,Alberto R. Cajayon,"Gov. Camins. Ave., Zamboanga City",93AMP20130000000014,20-Dec-13,zambopenjournal @yahoo.com,[ to follow ]
RDO 93A,Zamboanga City,Zamboanga William Printers Inc.,Zamboanga William Printers Inc.,"Canelar, Zamboanga City",93AMP20130000000009,20-Dec-13,zwpi2002@yahoo.com,"(062) 991-1764"
RDO 93B,Zamboanga Sibugay,Clacce Printers and Enterprises,Celso P. Maalat,"Poblacion, Ipil, Zamboanga Sibugay",93BMP20130000000003,31-Jan-14,clacce06@yahoo.com,(062) 333-2328
RDO 93B,Zamboanga Sibugay,Ipil Printhaus,Norman E. Wooton,"Poblacion, Ipil, Zamboanga Sibugay",93BMP20130000000001,31-Jan-14,iph_ipil@yahoo.com,(062) 333-2401
RDO 93B,Zamboanga Sibugay,La Swerte Printing Press,Rejim M. Medina,"Poblacion, Kabasalan, Zamboanga Sibugay",93BMP20130000000004,31-Jan-14,medins_77@yahoo.com,0926-3354322
RDO 93B,Zamboanga Sibugay,Sibugay G and M Printing,"Elimer C. Medina, Sr.","Basalem, Buug, Zamboanga Sibugay",93BMP20130000000005,31-Jan-14,rejim_medina344@yahoo.com,0935-5824737
RDO 93B,Zamboanga Sibugay,Wenju Printing Press,Rinela A. Eraldo,"Taway, Ipil, Zamboanga Sibugay",93BMP20130000000002,31-Jan-14,eraldo_me@yahoo.com,(062) 333-5256
RDO 97,Gingoog,Acy Printing Press and Marketing,Romeo S. Silmaro,"Brgy. Talisay, Gingoog City",097MP20140000000006,6-Jan-14,acyprintingpress@yahoo.com,0905-3900626
RDO 97,Gingoog,Double A Printing and Bookbinding Services,Alan S. Apolinar,"Brgy. 22, Gingoog City",097MP20140000000002,6-Jan-14,malotcailing@yahoo.com,0926-7635170
RDO 97,Gingoog,Gingoog School Supplies and Printing Press,Gregorio P. Torrevillas III,"Brgy. 22, Gingoog City",097MP20140000000007,6-Jan-14,gregtorrevillas@yahoo.com,0926-4284152
RDO 97,Gingoog,Happy Family Printing Press,Clifford R. Codoy,"Salayano St. Pob. Salay, Misamis Oriental",097MP20140000000003,6-Jan-14,crcodoy@yahoo.com,0935-3930029
RDO 97,Gingoog,Jaa Printing Services,January A. Apao,"Lugod St. Brgy. 18, Gingoog City",097MP20140000000001,6-Jan-14,hiyasmin.apao@yahoo.com,0905-4766350
RDO 97,Gingoog,Quick Hand Marketing and Printing Press,Rita D. Endrina,"Motoomull St. Brgy. 22-A, Gingoog City",097MP20140000000004,6-Jan-14,monitor_today@yahoo.com,(08842) 7563
RDO 97,Gingoog,St. Jude Printing Press,Salome O. Gadrinab,"Poblacion, Lagonglong, Misamis Oriental",097MP20140000000005,6-Jan-14,sgadrinab@yahoo.com,0912-6876519
RDO 98,Cagayan De Oro City,22 Karats Printing and Publishing House,Corona F. Embalsado,"Zone 4 Tambo, Carmen, Cagayan De Oro City",098MP20130000000005,23-Dec-13,cora_22k@yahoo.com,"(088) 858-3840"
RDO 98,Cagayan De Oro City,4J Printing Services,Jenelyn I. Tan,57 Macahambus St. Cagayan De Oro City,098MP20140000000042,30-Apr-14,4jprintingservices@gmail.com,0906-6884789
RDO 98,Cagayan De Oro City,Abecia Printing Press,Ma. Asteria O. Abecia,"Tiano-Yacapin Sts., Cdoc",098MP20130000000001,23-Dec-13,asteriaabecia@yahoo.com,[ to follow ]
RDO 98,Cagayan De Oro City,ACRL Printing and Office Supplies,Andrew Roberts B. Lee,113 Mabini St. Velez St. Cagayan De Oro City,098MP20130000000013,23-Dec-13,acrl.velez@yahoo.com,"(088) 856-4621"
RDO 98,Cagayan De Oro City,AP Printers,Nowellyn O. Ng,"113 Tiano-Kalambaguhan Sts., Cagayan De Oro City",098MP20130000000020,23-Dec-13,nowellynng@apprinterscdo.com,"(088) 309-6270"
RDO 98,Cagayan De Oro City,Avid Printing Services,Jason A. Basa,"Cor Yacapin St. Barangay 11 Cagayan De Oro City",098MP20140000000039,30-Apr-14,jasonbasa2010@yahoo.com,0917-4316265
RDO 98,Cagayan De Oro City,Burberry Prints,Robinson L. Havana,"#200 Tiano-Kalambaguhan Sts., Cagayan De Oro City",098MP20130000000022,7-Jan-14,burberryprintscdo@yahoo.com,0905-3547334
RDO 98,Cagayan De Oro City,Cagayan Printing Press,Sabina Salas,"Tiano-Yacapin Sts., Cagayan De Oro City",098MP20140000000032,14-Mar-14,bonsals@yahoo.com,0917-3272422
RDO 98,Cagayan De Oro City,Ceve Printing Services,Eduardo P. Amit,"Yacapin-Capistano Sts., Cdoc",098MP20130000000004,23-Dec-13,amit_eduardo@yahoo.com,0926-1441926
RDO 98,Cagayan De Oro City,D' Oro Heaven Printing Services,Ignacia Venus Z. Zayas,"18 St. Nazareth, Cagayan De Oro City",098MP20140000000037,2-Apr-14,cloudsven@yahoo.com,(088) 857-1718
RDO 98,Cagayan De Oro City,Dano Printing Press,Napoleon L. Dano,"Tiano -Pacana Sts., Cagyan De Oro City",098MP20130000000016,23-Dec-13,danoprint_47@yahoo.com,[ to follow ]
RDO 98,Cagayan De Oro City,De Oro Paper Prints,Roy Stephen V. Lim,#262 Yacapin St. Cagayan De Oro City,098MP20140000000043,7-May-14,deoropaperprints@yahoo.com,0917-7131311
RDO 98,Cagayan De Oro City,Diamond Hand Printing Press,Julia A. Monteza,"Mayor H. Avancena St. Cor Vamenta Blvd, Carmen, Cdo",098MP20140000000041,30-Apr-14,"diamond.diamond-handprinting-press@yahoo.com",0936-3056533
RDO 98,Cagayan De Oro City,Eaim Print Services,Amancia L. Gocela,"128 Purok 3A, Gusa, Cagayan De Oro City",098MP20140000000036,2-Apr-14,[ to follow ],0919-7588390
RDO 98,Cagayan De Oro City,F. Roa Printers,Ferdinand O. Roa,"Yacapin-Velez Sts., Cagayan De Oro City",098MP20130000000010,23-Dec-13,garieroa@yahoo.com,"(088) 856-1181"
RDO 98,Cagayan De Oro City,Fergo Printing Services,Lucio G. Fernandez,"300 Tiano-Pacana Sts., Cagayan De Oro City",098MP20130000000007,23-Dec-13,fergo_p@yahoo.com,0915-6476682
RDO 98,Cagayan De Oro City,Fiva Printshop,Norman A. Tan,"256 Zone 1 Nagac St.Kauswagan, Cagayan De Oro City",098MP20140000000034,14-Mar-14,fivaprintshop@yahoo.com,(088) 858-3343
RDO 98,Cagayan De Oro City,FR Printing,Fernand Ral,"Rizal-Gomez Sts., Brgy. 8, Cagayan De Oro City",098MP20130000000014,23-Dec-13,janethfer_rr@yahoo.com,0916-8286688
RDO 98,Cagayan De Oro City,GBA Printing Services,Baylon A. Glariana,Tiano-Mabini St. Cagyan De Oro City,098MP20130000000018,23-Dec-13,aaa_glars@yahoo.com,(088) 310-0114
RDO 98,Cagayan De Oro City,GMM Printing Press,George M. Langgamin,"Tiano-Yacapin Sts., Cagayan De Oro City",098MP20140000000031,14-Mar-14,gmmprintingservice@yahoo.com,0935-5183789
RDO 98,Cagayan De Oro City,Goodprints Computer and Printing Services,Donie Rey C. Torrejos,"029 Capistrano-Kalambaguhan Sts., Cagayan De Oro City",098MP20130000000012,23-Dec-13,my_retdeline@yahoo.com,0916-4146535
RDO 98,Cagayan De Oro City,GPH Printer,Conchita M. Go,"Santiago-Hayes Sts., Cagayan De Oro City",098MP20130000000024,8-Jan-14,gphprinter@yahoo.com,"(088) 857-1332"
RDO 98,Cagayan De Oro City,Gy Printing Services,Clementina G. Canete,Capistrano Del Pilar St. Cagayan De Oro City,098MP20140000000040,30-Apr-14,goodyearprinting services@gmail.com,0926-7979429
RDO 98,Cagayan De Oro City,Jbs Printing Press and General Merchandise,Kristine Aye B. Vallecer,"Tiano- Yacapin Sts, Cagayan De Oro City",098MP20140000000027,11-Mar-14,aye_jbs@yahoo.com,0905-6212652
RDO 98,Cagayan De Oro City,John Offset Press,Juanito T. Chio,Capistrano St. Cagayan De Oro City,098MP20130000000025,28-Jan-14,jop_cdo@yahoo.com,"(088) 856-1591"
RDO 98,Cagayan De Oro City,John-Ivo Printshoppe,"Ramon B. Llagas, Jr.","No.88 Lapaz 11, Kolambog, Lapasan, Cagayan De Oro City",098MP20130000000019,23-Dec-13,johnivop@yahoo.com,"(088) 856-4704"
RDO 98,Cagayan De Oro City,JT and C Printing Desire and Services,Judith T. Cabaneros,"Tiano-Mabini Sts., Cagayan De Oro City",098MP20140000000028,14-Mar-14,jtc.printing@gmail.com,(088) 310-4215
RDO 98,Cagayan De Oro City,Knights Printing Press,Christian Jay Ang Balili,"Tiano-Yacapin Sts, Cagayan De Oro City",098MP20140000000045,15-May-14,knights_printing@yahoo.com,0915-4182117
RDO 98,Cagayan De Oro City,"Legacy Sales And Printing Press, Inc.","Legacy Sales and Printing Press, Inc.",Luna St. Cagayan De Oro City,098MP20130000000026,25-Feb-14,legacy_printingpress@yahoo.com,(088) 856-6947
RDO 98,Cagayan De Oro City,Leonardo's Printing Services,Leonardo E. Mercado Jr.,"Pasil- Kauswagan, Cagayan De Oro City",098MP20130000000017,23-Dec-13,leonardos_printing@yahoo.com,"(088) 880-5113"
RDO 98,Cagayan De Oro City,Link 2 Print Digital Creations,Evelyn G. Madronero,"Baconga St. Lapasan, Cagayan De Oro City",098MP20130000000015,23-Dec-13,bert_mad@yahoo.com,"(088) 309-7359"
RDO 98,Cagayan De Oro City,Mag's Printing Services,Peter M. Mag-Usara,"18th-1st, Nazareth, Cagayan De Oro City",098MP20140000000035,1-Apr-14,mags_printingservices@yahoo.com,0905-7956206
RDO 98,Cagayan De Oro City,New Dimension Printshop,Teresita V. Padinit,"Yacapin- Rizal Sts., Cagayan De Oro City",098MP20140000000044,7-May-14,newdimensionprintshop@yahoo.com,0906-9557124
RDO 98,Cagayan De Oro City,Oro Saint Printing Press,Santas M. Baobao,"Agora Lapasan, Cagayan De Oro City",098MP20130000000008,23-Dec-13,orosaint@yahoo.com,08822-7286-28
RDO 98,Cagayan De Oro City,Oro Sharprints,Basilio V. Lobino,Mabini St. Cagayan De Oro City,098MP20140000000029,12-Mar-14,oro_sharprints@yahoo.com,(088) 856-2331
RDO 98,Cagayan De Oro City,Papermix Printshoppe,Robert S. Ellevera,"13-15th Sts., Nazareth, Cagayan De Oro City",098MP20140000000030,13-Mar-14,mie_quijano@yahoo.com,0919-9999478
RDO 98,Cagayan De Oro City,Rai Salem Printing Services,Rustico D. Salem,Dr.#2 100 Mabini St. Cagayan De Oro City,098MP20130000000011,23-Dec-13,salemprinting@yahoo.com,"(088) 856-1991"
RDO 98,Cagayan De Oro City,Real Computer Printing Services,Marcos C. Daraman,"Zone 8, Pasil, Bonbon, Cagayan De Oro City",098MP20130000000023,7-Jan-14,mc_daraman@yahoo.com,0917-6333435
RDO 98,Cagayan De Oro City,Ropek Printing Works,Perseveranda M. Bacolcol,"Capistrano - Del Pilar Sts., Cagayan De Oro City",098MP20140000000038,2-Apr-14,percyropek@yahoo.com,(088) 857-5971
RDO 98,Cagayan De Oro City,Samrey Printing Press,Ma. Prescilla V. Almacen,"Dr 1 Tan Apt, Cagayan De Oro City",098MP20130000000003,23-Dec-13,samreyprintingpress@yahoo.com,"(088) 856-5798"
RDO 98,Cagayan De Oro City,Solid Printing Press,Eufemia P. Fabre,"Kauswagan, Cagayan De Oro City",098MP20130000000006,23-Dec-13,solid.printing@yahoo.com,"(088) 850-8223"
RDO 98,Cagayan De Oro City,SSR Printing Services,Genita Go Abejo,"256 Highway, Lapasan, Cagayan De Oro",098MP20130000000002,23-Dec-13,ssrprintingservices@gnail,0922-8829884
RDO 98,Cagayan De Oro City,Sunshine Printing Press,Fe T. Ramirez,"Cruz Taal-Rizal Sts., Cagayan De Oro City",098MP20130000000021,23-Dec-13,ramirezsunshine-45,0916-2557792
RDO 98,Cagayan De Oro City,X Press Offset Printing Services,Ma. Irene T. Guico,"Calacapan Macasandig, Cagayan De Oro City",098MP20130000000009,23-Dec-13,kopya_de_oro@yahoo.com,"(088) 852-4090"
RDO 98,Cagayan De Oro City,Yeans Printing Services,Susan O. Taylaran,"Golden Hill Zone 11 Carmen, Cagayan De Oro City",098MP20140000000033,14-Mar-14,yeans_printingservices@yahoo.com,0916-1098033
RDO 99,Malaybalay Bukidnonidnon,Balbon Printing Press,Delio S. Balbon,"Rubin St. Malaybalay City, Bukidnon",099MP20140000000004,3-Mar-14,balbonprintingpress@yahoo.com,(088) 221-2818
RDO 99,Malaybalay Bukidnonidnon,Concepcion Printing Press,Danilo C. Alcanzado,"P-3A, Sayre Highway, Valencia City,Bukidnon",099MP20140000000001,3-Mar-14,alcanzadoe@ymail.com,(088) 828-2521
RDO 99,Malaybalay Bukidnonidnon,Cudal Press,Glenn Dick Ayala,"Cudal Cpd, Fortich St.Malaybalay City",099MP20140000000003,3-Mar-14,cudalprintingpress@yahoo.com,(088) 221-4772
RDO 99,Malaybalay Bukidnonidnon,Jeecca Printing Press,Edna B. Calos,"P-17A, Hagkol, Valencia City,Bukidnon.",099MP20140000000005,3-Mar-14,jeccaprintingpress@yahoo.com,(088) 828-3167
RDO 99,Malaybalay Bukidnonidnon,JX Printing Press,Violeta C. Mandantes,"P-19, Lovers Lane, Pob. Valencia City, Bukidnon",099MP20140000000007,3-Mar-14,rvaliente45@yahoo.com,0917-3154531
RDO 99,Malaybalay Bukidnonidnon,Kristine Printshop and Trading,Ricardo  D. Valiente,"Fortich St. Malaybalay City, Bukidnon.",099MP20140000000008,3-Mar-14,cuizonvioly@yahoo.com,0905-2611328
RDO 99,Malaybalay Bukidnonidnon,Lagare Printing Press,Maurelio T. Lagare,"P-16, Sayre Highway, Valencia City, Bukidnon",099MP20140000000006,3-Mar-14,lagareprintingpress_on@yahoo.com,(088) 828-2083
RDO 99,Malaybalay Bukidnonidnon,Malaybalay Printshop,Daniel C. Asuncion,"P-5, Casisang, Malaybalay City,Bukidnon",099MP20140000000002,3-Mar-14,danilruthie@yahoo.com,(088) 221-2560
RDO 99,Malaybalay Bukidnonidnon,Noli Printing Press,Noli M. Ramoga,"Sayre Highway, Hagkol, Valencia City, Bukidnon.",099MP20140000000009,3-Mar-14,noliprintingpress@yahoo.com,(088) 222-2662
RDO 99,Malaybalay Bukidnonidnon,San Isidro Diocesan Press,"The Roman Catholic Bishops of Malaybalay, Inc.","D. Mampaalong St, Malaybalay City, Bukidnon.",099MP20140000000010,3-Mar-14,sidpress@yahoo.com,(088) 221-3948
RDO 100,Ozamis City,Alcon Enterprises and Printing Services,Rosauro Sabellona Alcontin,Rizal Ave. 50th Barangay Ozamiz City,100MP20140000000009,24-Mar-14,r_alcontin@yahoo.com,(088) 521-1298
RDO 100,Ozamis City,City Printing Press,Imelda Francisco Tirol,Zamora Ext Ozamiz City,100MP20140000000003,27-Feb-14,i.tirol@yahoo.com,(088) 521-2020
RDO 100,Ozamis City,Dunell Printing Press and General Merchandise,Roselyr Magpulong Ella Sr.,Ozamis St Poblacion 1 Oroquieta City Mis Occ.,100MP20140000000011,24-Mar-14,yaki882001@yahoo.com,0919-4552533
RDO 100,Ozamis City,Epics Printing Press,Epifanio Guil Interone Buaquina II,"06Capitol Drive Lower Lamac Oroquieta City Mis Occ",100MP20140000000005,27-Feb-14,jane_polutan@yahoo.com,(088) 531-1392
RDO 100,Ozamis City,Gregg Printing Services,Lucy Sayre Ompad,Taraka Jimenez Mis Occ,100MP20140000000002,27-Feb-14,lucyompad@yahoo.com,(088) 0930-8932270
RDO 100,Ozamis City,Jal Printers,Rogato Savellona Alcontin,Maningcol Ozamiz City Mis Occ,100MP20140000000007,4-Mar-14,jalprinters@yahoo.com,(088) 521-1033
RDO 100,Ozamis City,MJ's Printing Press,Edgar Pabatang Catigara,Poblacion Panaon Mis Occ,100MP20140000000004,27-Feb-14,ricoalfar@yahoo.com,(088) 0921-2252282
RDO 100,Ozamis City,"Perocho Printing Press and General Merchandise",Esteban Bandiala Perocho,"Wahington St Upper Langcangan Oroquieta City Mis Occ",100MP20140000000006,4-Mar-14,ivperocho@yahoo.com,0919-8386725
RDO 100,Ozamis City,"Primestar Printers (Ozamiz), Inc.","Primestar Printers (Ozamiz), Inc.",Valconcha St Aguada Ozamiz City Mis Occ 7200,100MP20140000000010,24-Mar-14,primestarprinters@yahoo.com,(088) 521-3593
RDO 100,Ozamis City,The Panguil Bay Monitor,Virginia Chiong Saquin,Gomez Extension Ozamiz City Mis Occ 7200,100MP20140000000001,14-Feb-14,vsaquin_2007@yahoo.com,(088) 564-0920
RDO 100,Ozamis City,UCB Manufacturing and Printing Press,Bonifacio Remotigue Ortiz,Polao Barangay Vi Tangub City Mis Occ,100MP20140000000008,18-Mar-14,ucbprintingpress@yahoo.com,0936-5444493
RDO 101,Iligan City,CMTI Printing Press and Enterprises,Dick A. Salimbangon,"Maranding, Lala, Lanao Del Norte",101MP20140000000012,28-Mar-14,dicksalimbangon@ymail.com,0917-7068027
RDO 101,Iligan City,Concord Printing Press,Concordio S. Alcontin,"Roxas Ave. Saray, Iligan City",101MP20140000000011,21-Mar-14,concord printing press@gmail.com,(063) 221-9856
RDO 101,Iligan City,D' Imprenta Services,Gilda G. Alquizola,"Corpus Christi, Tubod, Iligan City",101MP20140000000008,6-Mar-14,imprentaservices@yahoo.com,(063) 221-1845
RDO 101,Iligan City,Elrud Printing Press,Aileen G. Ariston,"Maranding, Lala, Lanao Del Norte",101MP20140000000013,28-Mar-14,elrudprinting press@yahoo.com,0917-3966126
