psgc_brgy,single_house,duplex,apartment_or_condominiums_or_townhouses,commercial_or_industrial_or_agricultural_building_or_house,other_housing_cave_or_boat_or_under_a_bridge_etc.
61913013,208,4,0,0,3
61913014,73,1,0,0,0
61913015,327,10,0,1,3
61913016,42,0,0,0,0
61913017,718,41,9,8,6
61913018,152,11,0,1,2
61913019,104,3,0,2,0
61913020,59,0,1,0,0
61913021,41,1,0,0,0
61913022,355,23,0,2,0
61914001,248,6,0,2,0
61914002,257,7,0,1,0
61914003,180,2,0,0,0
61914004,628,12,7,1,12
61914005,149,1,0,0,1
61914006,122,3,1,0,0
61914007,15,4,0,0,0
61914009,39,0,0,0,0
61914010,9,0,0,2,0
61914011,14,1,0,0,2
61914012,149,6,0,0,0
61914013,92,0,0,1,0
61914014,250,0,0,1,1
61914015,72,6,6,0,0
61914016,210,39,1,0,0
61914017,328,6,0,1,0
61914018,157,2,0,0,0
61914019,937,10,0,0,5
61914020,600,5,0,1,0
61914021,244,0,0,0,0
61914022,472,7,0,1,0
61914023,340,8,0,1,2
61914024,166,1,0,0,1
61914025,1014,11,0,3,10
61914026,464,3,0,1,0
61914027,375,1,0,1,4
61914028,697,9,0,1,0
61914029,144,2,0,0,0
61914030,161,6,1,0,0
61914031,167,2,0,1,0
61914032,545,6,0,0,1
61914033,729,19,1,1,0
61914034,151,4,0,0,0
61914035,834,13,0,2,3
61914036,176,3,0,0,0
61914037,296,6,0,0,0
61914039,317,14,0,1,1
61914040,270,5,1,1,0
61914041,139,1,0,1,0
61914042,197,0,0,0,0
61914043,426,16,2,0,0
61914044,233,2,0,0,0
61914045,286,11,0,0,0
61914046,322,1,0,0,0
61914047,399,6,1,0,4
61914048,220,0,0,1,1
61914049,402,2,0,0,0
61915001,204,1,0,0,1
61915002,185,1,0,0,0
61915003,198,1,0,0,0
61915004,463,6,0,0,0
61915005,419,3,0,3,0
61915006,436,3,0,1,0
61915007,590,4,0,2,1
61915008,375,4,1,0,0
61915009,537,7,0,0,0
61915010,511,12,1,2,0
61916001,210,3,0,0,0
61916002,260,7,0,0,0
61916003,231,4,0,0,0
61916004,220,7,0,0,0
61916005,109,0,0,0,0
61916006,229,4,0,0,0
61916007,148,0,0,0,0
61916008,165,1,0,1,0
61916009,209,4,0,2,0
61916010,359,5,1,0,0
61916011,187,3,0,0,0
61916012,206,6,0,1,0
61916013,229,1,0,0,0
61916014,337,10,0,0,0
61916015,181,2,0,0,0
61916016,209,3,0,0,0
61916017,278,11,0,0,0
61916018,164,5,0,0,0
61916019,64,3,0,0,0
61916020,143,2,0,1,0
61916021,154,5,0,0,1
61917001,111,2,0,0,0
61917002,143,0,0,0,0
61917003,180,0,0,1,0
61917004,104,2,12,3,3
61917005,44,0,0,0,0
61917006,140,3,0,1,1
61917007,174,5,0,0,0
61917008,310,4,1,3,1
61917009,215,1,0,0,0
61917010,75,0,0,0,4
61917011,99,0,0,2,1
61917012,212,5,0,3,0
61917013,488,6,1,0,0
61917014,171,6,0,0,2
61917015,253,1,0,1,0
61917016,110,1,0,1,0
61917017,138,1,0,1,0
61917018,145,0,0,1,0
61917019,167,0,0,1,0
61917020,126,1,0,0,0
61917021,105,0,0,0,1
61917022,187,0,0,0,0
61917023,178,0,0,0,0
61917024,186,3,1,3,0
61917025,32,0,0,0,0
61917026,120,5,0,1,0
61917027,55,0,0,0,0
61917028,159,0,0,0,0
61917029,174,2,2,0,0
61917030,86,0,0,1,0
61917031,69,0,0,0,1
61917032,118,1,0,1,0
61917033,41,0,0,0,0
61917034,81,1,0,0,0
61917035,125,2,0,1,0
61917036,168,4,0,0,0
61917037,101,0,0,2,0
61917038,131,0,0,0,0
61917039,183,5,0,0,0
61917041,60,7,0,0,0
61917042,230,3,0,4,0
61917043,186,3,0,0,0
61917044,139,0,0,0,0
61917045,334,4,0,1,0
61917046,76,2,0,1,0
61917047,199,0,1,1,0
61917048,74,0,0,1,0
61917049,200,0,0,0,0
61917050,98,1,0,3,0
61917051,32,0,0,0,0
61917052,143,1,0,2,0
61917053,274,10,0,0,1
61917054,111,0,0,1,0
61917055,96,1,0,0,0
61917056,149,0,0,0,0
61917057,93,0,0,2,0
61917058,116,0,0,0,0
61917059,214,5,0,0,0
63001001,101,3,0,0,0
63001002,66,0,0,0,0
63001003,184,8,0,0,0
63001004,293,4,0,0,0
63001005,181,9,1,0,0
63001006,453,11,2,0,0
63001007,75,2,0,0,0
63001008,347,12,1,0,1
63001009,767,43,1,3,3
63001010,239,4,1,1,0
63001011,514,20,1,1,0
63001012,494,5,0,0,0
63001013,243,3,0,1,0
63001014,88,4,0,0,0
63001015,225,4,0,0,0
63001016,94,1,0,0,0
63001017,243,8,0,0,0
63001018,562,2,0,1,0
63001019,112,0,0,0,0
63001020,113,0,0,0,0
63001021,234,3,0,0,0
63001022,555,11,0,2,1
63001023,316,4,0,0,0
63001024,262,4,1,0,0
63001025,247,1,0,0,0
63001026,85,3,0,2,0
63001027,358,15,1,2,0
63001028,162,1,0,0,0
63001029,388,12,0,0,0
63001030,160,3,2,0,0
63001031,175,1,1,0,0
63001032,130,3,0,1,0
63001033,274,0,0,0,0
63001034,135,0,0,0,2
63002001,64,0,0,1,0
63002002,45,0,0,0,0
63002003,85,0,0,0,0
63002004,50,3,0,0,0
63002005,163,1,0,0,0
63002006,92,0,0,0,0
63002007,179,9,0,0,0
63002008,92,1,0,1,0
63002009,142,1,0,0,0
63002010,325,7,0,0,0
63002011,175,5,0,0,0
63002012,112,2,0,0,0
63002014,157,2,0,0,0
63002015,133,1,0,0,0
63002017,92,2,0,1,0
63002018,45,1,0,0,0
63002019,154,1,0,1,0
63002020,110,1,0,0,0
63002021,59,0,0,0,0
63002022,89,1,0,0,0
63002023,118,1,0,1,0
63002024,141,0,0,0,0
63002025,85,1,0,0,0
63002026,94,0,0,0,0
63002027,109,1,0,0,0
63002028,91,4,0,0,0
63002029,81,1,0,0,0
63002030,38,1,0,1,0
63002031,96,2,0,0,1
63002032,46,6,0,0,0
63002033,22,0,0,0,0
63002034,133,1,0,0,0
63002035,17,0,0,0,0
63002036,111,2,0,0,0
63002037,178,4,0,0,0
63002038,25,0,0,0,0
63002039,99,5,0,0,0
63002041,26,0,0,0,0
63002042,112,5,0,0,0
63002043,241,1,0,0,0
63002044,175,5,0,1,0
63002045,209,16,0,0,0
63002046,64,1,0,0,0
63002047,113,6,0,0,0
63002048,49,1,0,1,0
63002049,68,0,0,0,0
63002050,69,0,0,0,0
63002051,88,0,0,0,0
63002052,31,1,0,0,0
63002053,98,3,0,0,0
63002054,715,42,0,1,0
63003001,135,2,0,0,0
63003002,342,4,0,1,0
63003003,239,1,0,0,0
63003004,209,0,0,0,0
63003005,298,3,0,1,0
63003006,235,0,0,0,0
63003007,262,1,0,2,0
63003008,235,8,0,1,0
63003009,105,1,0,0,0
63003010,157,0,0,1,0
63003011,179,1,0,0,0
63003012,282,2,0,0,0
63003013,205,7,0,0,0
63003014,173,2,0,0,0
63003015,315,6,0,3,0
63003016,369,9,0,0,2
63003017,153,1,0,0,0
63003018,251,8,0,1,0
63003019,185,4,0,1,0
63003020,105,2,0,0,0
63003021,137,1,0,0,0
63004001,194,3,0,2,1
63004002,115,0,0,0,0
63004003,171,1,0,1,0
63004004,216,0,0,0,0
63004005,131,0,0,0,0
63004006,107,0,0,0,0
63004007,155,3,0,0,0
63004008,240,3,0,1,0
63004009,104,0,0,0,0
63004010,68,0,0,0,0
63004011,91,0,0,0,2
63004012,45,2,0,0,0
63004013,292,5,0,1,0
63004014,71,0,0,0,0
63004015,166,1,0,0,0
63004016,108,1,0,0,0
63004017,161,0,0,0,0
63004018,225,1,0,0,0
63004019,146,0,0,0,0
63004020,49,0,0,0,0
63004021,94,0,0,3,0
63004022,194,4,0,0,0
63004023,103,0,0,0,0
63004024,100,1,0,0,0
63004025,135,3,0,0,0
63004026,136,1,0,0,0
63004027,105,0,0,0,0
63004028,121,0,0,0,0
63004029,41,1,0,0,0
63004030,100,0,0,0,0
63004031,105,0,0,0,0
63005001,304,3,0,1,0
63005002,116,0,0,0,0
63005003,258,0,2,1,1
63005004,151,1,1,0,0
63005005,224,1,0,0,0
63005006,350,3,1,1,0
63005007,63,0,0,0,0
63005008,194,0,0,0,0
63005009,183,0,0,1,0
63005010,237,1,0,0,1
63005011,340,0,2,0,0
63005012,102,0,0,0,0
63005013,270,0,0,0,0
63005014,239,4,0,0,0
63005015,269,3,1,1,0
63005016,286,0,0,0,0
63005017,127,4,0,0,0
63005018,318,2,0,1,0
63005019,178,0,0,0,0
63005020,160,0,0,2,0
63005021,144,2,0,0,0
63005022,281,5,0,0,0
63005023,271,3,0,0,0
63006003,215,3,0,0,0
63006005,263,5,0,1,0
63006006,201,0,0,0,0
63006007,146,1,0,0,0
63006008,133,4,0,0,0
63006010,535,9,0,0,0
63006012,396,0,0,0,0
63006013,117,0,0,0,0
63006018,204,0,0,1,0
63006020,518,4,0,1,0
63006022,202,0,0,1,0
63006023,233,3,0,0,0
63006024,356,0,0,0,0
63006025,213,13,0,1,0
63006026,542,10,5,5,2
63006027,408,5,0,0,0
63006028,199,4,0,0,0
63006029,115,0,0,0,0
63007001,298,5,0,0,0
63007002,211,4,0,1,0
63007003,166,5,0,0,0
63007004,149,0,0,0,0
63007005,130,2,0,0,1
63007006,317,2,1,1,1
63007007,422,12,0,2,0
63007008,167,0,0,1,0
63007009,278,2,0,2,1
63007010,132,2,0,0,0
63007011,218,4,0,0,1
63007012,125,4,0,0,0
63007013,366,7,0,0,1
63007014,298,4,0,2,0
63007015,230,0,0,2,0
63007016,290,6,0,0,0
63007017,82,0,0,0,0
63007018,423,1,0,3,0
63007019,233,0,0,2,0
63007020,202,1,0,0,0
63007021,306,11,13,0,0
63007022,224,3,0,2,0
63007023,232,1,0,1,0
63007024,203,1,0,0,0
63007025,260,3,0,1,0
63007026,241,1,0,3,0
63007027,220,3,0,1,0
63007028,233,20,0,0,0
63007029,192,2,0,0,1
63008002,98,0,2,0,0
63008004,143,0,0,1,0
63008005,129,1,0,0,0
63008006,184,0,1,0,0
63008007,297,0,0,0,0
63008009,190,2,0,4,0
63008010,314,3,1,0,0
63008011,283,3,0,0,0
63008012,286,7,1,1,0
63008013,335,7,1,0,0
63008014,798,10,11,0,3
63008016,158,2,1,0,0
63008017,210,1,0,0,0
63008019,352,2,3,0,0
63008021,255,0,0,0,0
63008023,146,1,1,0,1
63008024,143,33,0,0,0
63008025,276,2,0,1,0
63008026,573,2,0,3,1
63008027,218,0,0,0,0
63008029,187,2,0,1,0
63008030,373,1,0,1,0
63008031,179,1,0,0,1
63008032,223,0,0,0,0
63008033,169,0,0,1,0
63008034,385,4,0,0,0
63009001,77,1,0,0,0
63009002,239,1,0,0,0
63009003,64,0,0,0,0
63009004,204,4,0,0,0
63009005,548,8,0,1,0
63009006,129,0,0,0,0
63009007,75,0,0,0,0
63009008,191,2,0,0,1
63009009,182,3,0,0,0
63009011,136,0,0,0,0
63009012,146,1,0,0,0
63009013,73,2,0,1,0
63009014,169,1,0,0,0
63009015,78,0,0,0,0
63009016,91,1,0,1,0
63009017,73,0,0,0,0
63009018,104,0,0,1,1
63009019,306,1,0,1,0
63009020,95,1,0,0,0
63009021,48,0,0,0,0
63009022,90,0,0,0,0
63009023,106,0,0,1,0
63009024,339,5,0,0,0
63009025,142,2,0,0,0
63010001,110,2,0,0,0
63010002,226,2,0,1,0
63010003,147,0,0,1,0
63010004,94,1,0,1,0
63010005,119,0,0,0,0
63010006,93,0,0,0,0
63010007,113,0,0,0,0
63010008,150,1,0,0,0
63010009,100,0,0,0,0
63010010,495,5,0,1,0
63010011,102,0,0,0,0
63010012,234,2,0,0,0
63010013,120,2,0,0,0
63010014,72,1,0,0,2
63012001,274,2,0,0,1
63012002,77,0,0,0,0
63012003,93,0,0,0,0
63012004,80,1,0,0,0
63012005,135,3,0,0,0
63012006,62,0,0,0,0
63012007,121,7,0,0,0
63012008,52,2,0,0,0
63012009,85,3,0,0,0
63012010,143,0,0,0,0
63012011,103,1,0,3,0
63012012,64,0,0,0,1
63012013,49,0,0,0,0
63012014,49,0,0,0,0
63012015,107,1,0,0,0
63012016,110,0,0,0,0
63012017,168,1,0,0,0
63012018,132,0,0,0,0
63012019,197,3,1,1,0
63012020,104,0,0,0,0
63012021,140,0,0,0,0
63012022,136,0,0,0,0
63012023,79,2,1,0,0
63012024,36,0,0,0,0
63012025,93,0,0,0,0
63012026,109,0,0,0,0
63012027,49,0,0,0,0
63012028,45,0,0,0,0
63012029,84,1,0,0,0
63012030,112,1,0,0,0
63012031,108,1,0,0,0
63012032,228,3,0,3,0
63012033,76,1,0,0,0
63012034,87,0,0,3,0
63012035,64,1,0,1,0
63012036,288,4,0,2,1
63012037,78,0,0,0,0
63012038,24,0,0,0,0
63012039,49,1,0,0,0
63012040,57,0,0,0,0
63012041,85,9,0,0,0
63012042,65,1,0,0,0
63012043,44,2,0,0,0
63012044,121,7,0,0,0
63012045,62,2,0,0,0
63012046,34,0,0,0,0
63012047,21,2,0,0,0
63012048,40,0,1,1,0
63012049,63,2,0,1,0
63012050,23,0,0,0,0
63012051,33,0,0,0,0
63012052,17,0,0,0,0
63012053,11,1,0,0,0
63012054,12,0,0,0,0
63012055,129,0,0,0,0
63012056,105,1,0,0,0
63012057,247,4,0,1,0
63012059,108,0,0,0,0
63012060,117,2,0,0,0
63012061,123,0,0,0,1
63012062,116,18,0,1,0
63012063,223,0,0,2,0
63012064,165,0,0,0,0
63012065,229,7,0,1,0
63012066,71,1,0,0,0
63012067,64,0,0,0,0
63012068,61,1,0,0,0
63012069,164,0,0,0,0
63013002,212,1,0,1,0
63013003,117,2,0,0,0
63013004,114,1,0,0,0
63013006,595,22,0,0,0
63013007,192,1,0,0,0
63013008,179,2,0,2,0
63013009,289,1,0,0,0
63013011,104,1,0,0,0
63013012,151,4,1,0,0
63013013,164,6,0,0,0
63013015,178,1,0,0,0
63013016,257,1,0,0,0
63013017,149,1,0,0,0
63013019,132,1,0,0,0
63013020,367,7,0,0,1
63013022,145,2,0,0,0
63013023,182,0,0,0,1
63013024,207,0,0,0,0
63013025,113,0,1,0,1
63013026,156,5,0,0,0
63013027,164,1,0,0,0
63013028,164,1,0,0,0
63013030,175,0,0,0,0
63013031,73,0,0,0,0
63013032,126,0,0,0,0
63013034,102,3,0,1,0
63013036,163,0,0,2,0
63013037,95,1,0,0,0
63013038,100,0,0,0,0
63013040,190,0,0,0,0
63013041,132,0,0,0,0
63013042,152,3,0,0,1
63013043,189,14,0,0,0
63013044,229,1,0,0,0
63013045,78,0,0,0,0
63013046,29,64,0,0,0
63013047,162,0,1,0,0
63013049,168,0,0,0,0
63013050,62,0,0,0,0
63013051,115,2,0,0,0
63013052,37,0,0,0,0
63013053,137,0,0,0,1
63013054,154,1,0,0,0
63013056,124,5,0,1,0
63013057,24,7,0,2,0
63013058,102,6,0,0,0
63013059,105,21,1,1,1
63013060,245,0,0,0,0
63013062,138,2,0,1,0
63013063,24,113,0,0,0
63013064,213,4,1,0,1
63013065,124,36,1,0,0
63013066,73,1,0,0,0
63013068,74,0,0,0,1
63013069,77,0,0,0,0
63013071,310,13,0,0,0
63013072,24,57,0,0,0
63013073,105,0,0,1,0
63013074,130,1,0,0,1
63014001,315,8,0,0,0
63014002,277,1,0,0,1
63014003,483,5,0,1,0
63014004,824,25,2,1,0
63014005,234,0,0,0,0
63014006,464,6,0,1,0
63014007,149,0,0,0,1
63014009,242,1,0,2,0
63014010,324,2,0,3,1
63014011,230,0,0,0,0
63014012,292,2,0,1,0
63014013,308,4,0,4,1
63014014,66,3,0,0,0
63014016,294,4,0,0,0
63014017,219,2,0,0,0
63014018,175,0,0,0,0
63014019,449,2,0,0,0
63014020,200,1,0,0,0
63014021,369,7,0,1,0
63014022,522,8,0,0,1
63014023,460,3,0,4,1
63014024,654,6,0,0,0
63014025,123,2,0,0,0
63014026,191,0,0,0,0
63014027,361,1,0,2,0
63014028,439,9,2,1,0
63014029,238,6,1,0,0
63014030,377,4,0,1,0
63014031,282,3,0,1,0
63014032,242,10,0,0,1
63014033,412,3,0,1,0
63014034,184,0,0,2,1
63014035,265,1,0,0,0
63015002,267,0,0,0,0
63015003,207,1,0,0,0
63015004,158,2,0,0,0
63015005,177,4,0,0,0
63015006,357,3,0,1,0
63015007,179,2,1,1,0
63015008,79,0,0,0,0
63015009,214,1,0,0,0
63015010,84,0,0,0,0
63015011,415,6,0,1,1
63015012,197,9,0,0,0
63015013,534,14,0,3,1
63015014,315,7,0,6,0
63015015,314,2,0,1,0
63015016,520,14,1,0,1
63015017,111,0,0,0,0
63015018,70,0,0,0,0
63015019,222,1,0,0,0
63015021,113,2,0,0,1
63015022,741,25,0,1,0
63015023,551,8,0,0,0
63015024,124,0,1,1,0
63015025,506,7,0,2,0
63015026,535,2,0,0,0
63015027,109,1,0,1,0
63016001,332,4,1,1,0
63016002,187,1,1,0,0
63016003,191,2,0,0,0
63016004,62,1,0,0,0
63016005,197,1,0,0,0
63016006,146,3,0,0,0
63016007,214,1,0,0,0
63016008,253,5,0,0,0
63016009,245,2,0,1,1
63016011,51,0,0,0,0
63016012,144,1,0,0,0
63016013,68,1,0,0,0
63016014,142,1,0,0,0
63016015,202,0,0,0,0
63016016,229,9,0,0,0
63016017,225,1,1,1,1
63016018,277,1,0,3,2
63016019,111,3,0,0,0
63016020,227,0,0,0,0
63016021,220,1,0,0,0
63016022,195,5,0,0,0
63016023,138,4,0,0,0
63016024,85,5,0,0,0
63016025,110,0,0,0,0
63016026,122,0,1,0,0
63016027,145,0,0,0,0
63016028,331,2,0,4,0
63016029,267,4,0,2,1
63016030,133,0,0,0,0
63016031,231,3,0,0,0
63016032,110,0,0,0,0
63016033,208,1,0,0,0
63016034,270,1,0,0,1
63017001,41,0,0,0,0
63017002,78,0,0,0,0
63017003,178,0,0,1,0
63017004,90,0,0,0,0
63017005,176,2,1,1,0
63017006,115,0,0,0,0
63017007,106,3,0,0,0
63017008,117,0,0,0,0
63017009,238,3,0,0,0
63017010,127,0,0,0,0
63017011,94,0,0,0,0
63017012,107,1,0,0,0
63017013,307,0,0,0,0
63017014,120,2,0,0,0
63017015,149,2,0,0,0
63017016,60,0,0,0,0
63017017,73,2,0,0,0
63017018,228,2,0,0,0
63017019,60,0,0,0,0
63017020,136,0,0,0,0
63017021,74,1,0,0,0
63017022,88,1,0,0,0
63017023,75,0,0,1,0
63017024,123,1,0,0,0
63017025,126,0,0,0,0
63017026,81,0,0,1,0
63017027,101,2,0,0,0
63017028,117,0,0,0,0
63017029,158,3,0,0,0
63017030,77,0,0,0,0
63017031,113,2,0,2,0
63017032,55,0,0,0,0
63017033,249,3,0,0,1
63017038,247,0,0,0,0
63017039,58,2,0,0,0
63017040,107,1,0,0,0
63017041,123,0,0,0,0
63017042,110,0,0,0,0
63017043,124,0,0,0,0
63017044,92,0,0,0,0
63017045,112,0,0,0,0
63017046,67,0,0,0,0
63017047,107,0,0,0,0
63017048,263,8,3,0,0
63017049,79,1,0,0,0
63017050,165,1,1,0,1
63017051,190,3,3,0,0
63018002,197,1,0,3,1
63018003,182,0,0,0,0
63018004,150,4,0,0,0
63018005,103,0,0,6,0
63018006,155,2,0,0,0
63018007,336,3,0,3,0
63018008,79,0,0,0,0
63018009,156,0,0,0,0
63018010,324,0,0,0,0
63018012,306,4,0,2,0
63018013,219,4,1,0,0
63018014,222,0,0,0,0
63018015,131,1,0,0,0
63018016,248,11,0,5,0
63018017,96,4,0,0,0
63018018,172,4,0,1,1
63018019,454,1,0,1,0
63018020,114,5,0,0,0
63018021,58,0,0,0,0
63018022,53,0,0,1,0
63018023,121,0,0,0,0
63018025,121,3,0,2,0
63018026,236,6,0,5,0
63018028,293,1,0,1,0
63018029,121,5,0,0,0
63018030,189,3,0,3,0
63018031,224,1,0,4,0
63018032,338,2,0,7,0
63018033,235,4,0,0,0
63018034,184,0,0,0,0
63018035,259,3,2,0,0
63018036,211,6,0,0,0
63018037,216,2,0,3,0
63018038,259,7,0,4,0
63018039,298,4,0,1,0
63018040,322,2,0,0,0
63018041,100,0,0,0,0
63018042,89,4,0,1,0
63018043,287,2,0,4,0
63018044,106,0,0,0,0
63018045,53,6,1,2,0
63018046,14,3,0,0,0
63018047,6,0,0,3,0
63018048,28,0,0,0,0
63018049,63,0,1,0,0
63019001,365,1,0,0,1
63019002,439,5,0,1,0
63019003,409,11,1,1,2
63019004,541,9,1,0,1
63019005,453,25,0,1,0
63019006,111,0,0,0,0
63019007,256,10,0,0,0
63019008,214,10,0,0,0
63019009,262,16,0,0,0
63019010,478,3,0,0,0
63019011,68,0,0,1,0
63019012,148,0,0,0,1
63019013,128,4,0,0,0
63019014,70,1,0,0,0
63019015,519,32,0,1,1
63019016,158,4,0,0,0
63019017,310,7,0,1,3
63019018,149,2,0,0,0
63019019,177,4,0,1,0
63019020,116,0,0,0,0
63019021,102,0,0,1,0
63019022,326,3,1,0,1
63019023,234,3,0,0,0
63019024,334,13,2,0,0
63019025,163,9,0,0,0
63020001,89,0,0,2,0
63020002,79,0,0,0,0
63020003,36,0,0,0,0
63020004,84,1,0,1,0
63020005,152,3,0,0,0
63020006,80,5,0,0,0
63020007,32,4,0,0,0
63020008,81,9,0,0,0
63020009,287,16,0,0,0
63020010,103,2,0,1,0
63020011,86,12,0,0,0
63020012,64,3,0,0,0
63020013,119,3,0,2,0
63020014,71,0,0,0,0
63020015,103,6,0,0,0
63020016,220,15,0,1,0
63020017,61,1,0,0,0
63020018,65,9,0,0,0
63020019,22,0,0,0,0
63020020,18,0,0,0,0
63020021,303,3,0,1,0
63020022,14,0,0,0,0
63020023,92,8,0,0,0
63020024,139,1,0,5,0
63020025,186,4,0,1,0
63020026,81,1,0,0,0
63020027,75,6,0,0,0
63020028,142,18,0,0,0
63020029,89,3,0,6,0
63020030,108,0,0,1,0
63020031,96,0,0,2,0
63020032,58,0,0,0,0
63020033,122,1,0,0,0
63021001,133,3,0,0,0
63021002,98,2,0,1,0
63021003,74,0,0,0,0
63021004,79,0,0,0,0
63021005,77,0,0,0,0
63021006,161,3,0,1,0
63021007,164,0,0,0,0
63021008,101,1,0,0,0
63021009,60,1,0,0,0
63021010,38,0,0,0,0
63021011,62,0,0,0,0
63021012,253,2,0,2,0
63021013,29,0,0,0,0
63021014,175,0,0,0,0
63021015,76,0,0,0,0
63021016,150,1,0,0,0
63021017,148,3,0,1,0
63021018,94,3,0,0,0
63021019,142,2,0,0,0
63021020,110,4,0,0,0
63021021,175,6,0,0,0
63021022,301,5,0,3,0
63021023,83,0,0,0,0
63021024,52,0,0,0,0
63021025,41,0,0,0,0
63021026,77,1,0,0,0
63021027,123,2,0,0,0
63021028,83,3,0,0,0
63021029,80,0,0,0,0
63021030,96,1,0,0,0
63021031,117,1,0,0,0
63021032,136,1,0,0,0
63021033,168,3,0,0,1
63021034,232,10,0,1,0
63021035,127,7,0,1,0
63021036,188,10,1,0,0
63021037,149,8,0,0,0
63021038,84,0,0,1,0
63021039,108,1,0,0,0
63021040,124,3,0,1,0
63021041,80,3,0,1,0
63021042,229,1,0,0,0
63021043,55,0,0,0,0
63021044,45,1,0,0,0
63021045,149,1,0,2,0
63021046,169,1,0,0,0
63022001,158,6,0,0,1
63022003,87,1,0,0,1
63022004,170,15,1,1,2
63022005,103,7,1,0,0
63022006,13,0,0,0,0
63022007,5,1,0,0,3
63022008,23,0,0,0,0
63022009,232,6,0,0,1
63022010,367,7,0,0,2
63022011,165,8,0,0,0
63022012,169,3,0,0,0
63022014,57,5,0,0,0
63022015,5,0,0,0,0
63022016,70,0,0,0,0
63022017,152,12,2,0,0
63022018,208,44,1,1,0
63022019,136,5,0,2,0
63022020,20,5,2,0,0
63022021,219,10,0,0,0
63022022,80,8,0,0,0
63022023,94,18,0,0,0
63022024,78,4,0,0,0
63022025,138,8,1,0,0
63022026,244,7,0,1,0
63022028,1,0,0,0,0
63022029,544,16,1,1,6
63022030,104,9,0,0,0
63022031,443,33,0,1,0
63022032,440,15,0,0,0
63022033,222,7,0,1,2
63022034,19,1,0,3,3
63022035,146,18,0,9,1
63022036,209,15,0,0,0
63022038,103,5,6,0,1
63022040,106,13,0,0,0
63022041,347,32,0,0,0
63022042,0,4,0,0,0
63022043,116,4,1,6,0
63022044,89,14,1,1,0
63022045,76,11,0,3,1
63022046,26,2,0,0,2
63022047,95,2,0,0,0
63022048,234,12,0,1,0
63022049,142,3,0,1,0
63022050,98,18,1,0,1
63022051,107,13,10,0,0
63022052,197,5,4,0,0
63022053,126,13,2,0,0
63022054,24,1,1,0,0
63022055,225,2,2,3,0
63022056,47,9,0,0,0
63022057,50,1,1,0,0
63022060,64,11,0,1,0
63022061,176,4,0,7,0
63022062,24,0,4,0,3
63022063,142,25,0,44,0
63022064,106,6,1,0,0
63022065,104,13,1,0,0
63022067,93,11,0,0,0
63022068,95,3,0,1,0
63022069,7,0,0,0,0
63022070,10,0,0,2,0
63022071,186,11,2,1,4
63022072,366,30,0,2,0
63022073,118,5,1,0,0
63022074,38,0,1,0,0
63022075,1,0,2,0,0
63022076,10,3,0,0,0
63022077,126,3,0,0,0
63022078,216,7,3,0,0
63022079,167,5,0,0,0
63022080,183,9,0,0,0
63022081,23,3,0,0,0
63022084,62,8,0,0,0
63022085,2,3,0,0,0
63022086,336,5,0,0,0
63022087,124,19,0,0,0
63022088,86,12,1,0,1
63022089,36,8,2,0,1
63022090,7,5,0,0,0
63022091,3,0,0,0,0
63022092,70,1,0,0,0
63022093,31,5,0,0,0
63022094,101,11,0,0,2
63022095,161,0,2,0,0
63022096,16,0,0,0,0
63022097,19,0,0,0,0
63022098,127,13,0,1,0
63022099,21,13,1,1,0
63022100,84,0,0,0,0
63022101,41,0,0,0,0
63022102,96,3,0,0,0
63022104,77,1,1,0,0
63022105,153,3,0,0,1
63022106,169,10,0,1,1
63022107,73,2,0,2,3
63022108,17,4,0,0,0
63022109,140,2,0,0,0
63022110,178,12,0,3,0
63022113,14,0,4,0,0
63022114,111,1,0,0,0
63022115,216,8,0,0,0
63022116,0,1,0,0,0
63022117,25,0,0,0,0
63022118,149,7,0,0,0
63022119,128,12,0,0,0
63022120,166,31,0,0,0
63022121,357,13,5,1,1
63022122,60,3,3,2,6
63022124,95,16,0,0,1
63022125,269,23,0,1,3
63022126,102,5,6,0,2
63022127,25,2,1,0,0
63022128,34,6,0,0,0
63022129,57,5,0,0,0
63022132,51,4,0,0,0
63022133,143,10,8,0,0
63022134,58,1,0,0,0
63022135,137,20,2,2,1
63022136,57,0,0,0,3
63022137,188,114,5,0,5
63022138,47,1,0,0,0
63022139,124,11,0,9,0
63022144,271,25,0,0,1
63022148,8,0,0,0,0
63022149,228,10,2,1,2
63022150,138,38,1,0,2
63022151,211,20,0,0,0
63022152,243,4,0,1,1
63022154,1,1,0,0,0
63022155,151,8,2,0,0
63022156,484,40,2,1,1
63022157,30,1,0,0,0
63022158,225,15,0,0,0
63022159,119,23,1,0,0
63022160,137,2,0,0,2
63022161,136,2,1,0,0
63022163,117,9,1,0,2
63022164,98,4,0,1,1
63022165,61,1,0,1,0
63022166,89,10,0,0,0
63022167,160,30,0,0,0
63022168,350,33,0,0,0
63022169,81,2,6,0,0
63022170,82,33,0,0,0
63022171,537,45,1,3,0
63022172,121,4,0,0,1
63022173,154,15,0,0,0
63022174,62,2,0,0,0
63022175,416,38,0,1,2
63022176,62,11,0,0,0
63022177,443,15,3,3,0
63022178,52,1,0,0,0
63022179,123,8,0,1,0
63022181,44,4,0,0,0
63022182,78,13,0,1,0
63022183,355,12,0,0,0
63022185,89,0,1,0,0
63022186,223,29,3,1,1
63022187,123,11,0,0,1
63022188,244,16,8,3,3
63022189,43,5,2,0,0
