psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
50500000,2006,Subsistence,Magnitude,Among Families,23874.01,-,3747.884936,17708.73928,30039.28072
51600000,2006,Subsistence,Magnitude,Among Families,12794.06,-,3002.280401,7855.30874,17732.81126
51700000,2006,Subsistence,Magnitude,Among Families,62894.23,-,8022.276698,49697.58483,76090.87517
52000000,2006,Subsistence,Magnitude,Among Families,5824.357,-,1786.659258,2885.30252,8763.41148
54100000,2006,Subsistence,Magnitude,Among Families,35913.68,-,6834.816343,24670.40712,47156.95288
56200000,2006,Subsistence,Magnitude,Among Families,12262.47,-,2804.01122,7649.871544,16875.06846
60400000,2006,Subsistence,Magnitude,Among Families,13694.95,-,2904.355986,8917.284403,18472.6156
60600000,2006,Subsistence,Magnitude,Among Families,20346.6,-,3846.465815,14019.16373,26674.03627
61900000,2006,Subsistence,Magnitude,Among Families,8862.797,-,2394.220294,4924.304616,12801.28938
67900000,2006,Subsistence,Magnitude,Among Families,480.0149,-,412.1528633,-197.9765601,1158.00636
63000000,2006,Subsistence,Magnitude,Among Families,29589.93,-,6153.266643,19467.80637,39712.05363
64500000,2006,Subsistence,Magnitude,Among Families,39979.23,-,7159.627012,28201.64357,51756.81643
71200000,2006,Subsistence,Magnitude,Among Families,52901.31,-,7890.063676,39922.15525,65880.46475
72200000,2006,Subsistence,Magnitude,Among Families,95289.09,-,10364.86522,78238.88671,112339.2933
74600000,2006,Subsistence,Magnitude,Among Families,48622.43,-,8945.259203,33907.47861,63337.38139
76100000,2006,Subsistence,Magnitude,Among Families,3671.564,-,1474.037849,1246.771738,6096.356262
87800000,2006,Subsistence,Magnitude,Among Families,2574.16,-,493.4665016,1762.407605,3385.912395
82600000,2006,Subsistence,Magnitude,Among Families,19611.58,-,4164.280961,12761.33782,26461.82218
83700000,2006,Subsistence,Magnitude,Among Families,50865.44,-,6822.322233,39642.71993,62088.16007
84800000,2006,Subsistence,Magnitude,Among Families,27428.05,-,6138.86143,17329.62295,37526.47705
86400000,2006,Subsistence,Magnitude,Among Families,5660.948,-,1493.542246,3204.071005,8117.824995
86000000,2006,Subsistence,Magnitude,Among Families,17661.79,-,3936.475957,11186.28705,24137.29295
97200000,2006,Subsistence,Magnitude,Among Families,74148.72,-,8492.490594,60178.57297,88118.86703
97300000,2006,Subsistence,Magnitude,Among Families,46692.35,-,7044.15771,35104.71057,58279.98943
98300000,2006,Subsistence,Magnitude,Among Families,16988.86,-,3501.354826,11229.13131,22748.58869
99700000,2006,Subsistence,Magnitude,Among Families,3487.297,-,2004.914969,189.2118766,6785.382123
101300000,2006,Subsistence,Magnitude,Among Families,41118.49,-,6931.779221,29715.71318,52521.26682
101800000,2006,Subsistence,Magnitude,Among Families,2071.928,-,968.3929361,478.9216202,3664.93438
103500000,2006,Subsistence,Magnitude,Among Families,29514.2,-,5078.142307,21160.6559,37867.7441
104200000,2006,Subsistence,Magnitude,Among Families,20185.9,-,4482.034545,12812.95317,27558.84683
104300000,2006,Subsistence,Magnitude,Among Families,39488.16,-,5705.022635,30103.39777,48872.92223
112300000,2006,Subsistence,Magnitude,Among Families,22815.82,-,6902.809562,11460.69827,34170.94173
112400000,2006,Subsistence,Magnitude,Among Families,46645.33,-,6520.115018,35919.7408,57370.9192
112500000,2006,Subsistence,Magnitude,Among Families,18173.51,-,3752.578339,12000.51863,24346.50137
118200000,2006,Subsistence,Magnitude,Among Families,18677.66,-,4326.80252,11560.06985,25795.25015
124700000,2006,Subsistence,Magnitude,Among Families,24995.14,-,4494.73426,17601.30214,32388.97786
128000000,2006,Subsistence,Magnitude,Among Families,20410.75,-,2902.616402,15635.94602,25185.55398
126300000,2006,Subsistence,Magnitude,Among Families,30151.33,-,5618.111261,20909.53698,39393.12302
126500000,2006,Subsistence,Magnitude,Among Families,30688.63,-,5292.510173,21982.45077,39394.80923
129800000,2006,Subsistence,Magnitude,Among Families,6006.991,-,2991.470754,1086.021609,10927.96039
160200000,2006,Subsistence,Magnitude,Among Families,24555.12,-,4367.184536,17371.10144,31739.13856
160300000,2006,Subsistence,Magnitude,Among Families,32053.56,-,5995.891414,22190.31862,41916.80138
166700000,2006,Subsistence,Magnitude,Among Families,23543.24,-,2888.808146,18791.1506,28295.3294
166800000,2006,Subsistence,Magnitude,Among Families,20307.31,-,3325.780555,14836.40099,25778.21901
150700000,2006,Subsistence,Magnitude,Among Families,1836.328,-,1438.341342,-529.7435068,4202.399507
153600000,2006,Subsistence,Magnitude,Among Families,18707.48,-,6401.050121,8177.752551,29237.20745
153800000,2006,Subsistence,Magnitude,Among Families,29185.25,-,6199.405881,18987.22733,39383.27267
156600000,2006,Subsistence,Magnitude,Among Families,8379.038,-,2119.608455,4892.282092,11865.79391
157000000,2006,Subsistence,Magnitude,Among Families,12779.62,-,3653.387211,6769.798039,18789.44196
130000000,2009,Subsistence,Magnitude,Among Families,8114.514,-,2131.026813,4608.974893,11620.05311
140100000,2009,Subsistence,Magnitude,Among Families,10681.86,-,2878.439733,5946.826639,15416.89336
148100000,2009,Subsistence,Magnitude,Among Families,5256.779,-,1648.861053,2544.402567,7969.155433
141100000,2009,Subsistence,Magnitude,Among Families,1956.321,-,930.3924424,425.8254322,3486.816568
142700000,2009,Subsistence,Magnitude,Among Families,2572.385,-,1234.16918,542.1766986,4602.593301
143200000,2009,Subsistence,Magnitude,Among Families,4644.741,-,1192.581292,2682.944775,6606.537225
144400000,2009,Subsistence,Magnitude,Among Families,5860.308,-,1880.636943,2766.660229,8953.955771
12800000,2009,Subsistence,Magnitude,Among Families,3248.353,-,1200.694417,1273.210684,5223.495316
12900000,2009,Subsistence,Magnitude,Among Families,4074.538,-,1734.135323,1221.885394,6927.190606
13300000,2009,Subsistence,Magnitude,Among Families,15212.59,-,6556.95385,4426.400916,25998.77908
15500000,2009,Subsistence,Magnitude,Among Families,31949.44,-,4182.070639,25069.9338,38828.9462
20900000,2009,Subsistence,Magnitude,Among Families,0,-,0,0,0
21500000,2009,Subsistence,Magnitude,Among Families,17765.33,-,3394.590287,12181.22898,23349.43102
23100000,2009,Subsistence,Magnitude,Among Families,23035.39,-,3954.137093,16530.83448,29539.94552
25000000,2009,Subsistence,Magnitude,Among Families,2584.063,-,1677.681379,-175.7228677,5343.848868
25700000,2009,Subsistence,Magnitude,Among Families,2071.861,-,947.228153,513.6706882,3630.051312
37700000,2009,Subsistence,Magnitude,Among Families,769.0351,-,701.3761271,-384.7286291,1922.798829
30800000,2009,Subsistence,Magnitude,Among Families,0,-,0,0,0
31400000,2009,Subsistence,Magnitude,Among Families,3619.186,-,1410.698164,1298.58752,5939.78448
34900000,2009,Subsistence,Magnitude,Among Families,41972.3,-,7133.509056,30237.6776,53706.9224
35400000,2009,Subsistence,Magnitude,Among Families,3536.277,-,1706.564249,728.9788106,6343.575189
36900000,2009,Subsistence,Magnitude,Among Families,10420.25,-,2938.477044,5586.455263,15254.04474
37100000,2009,Subsistence,Magnitude,Among Families,9051.371,-,2490.105949,4955.146714,13147.59529
41000000,2009,Subsistence,Magnitude,Among Families,20199.4,-,7133.92209,8464.098163,31934.70184
42100000,2009,Subsistence,Magnitude,Among Families,0,-,0,0,0
43400000,2009,Subsistence,Magnitude,Among Families,4936.846,-,2358.562199,1057.011183,8816.680817
45600000,2009,Subsistence,Magnitude,Among Families,21284.52,-,6486.721661,10613.86287,31955.17713
45800000,2009,Subsistence,Magnitude,Among Families,6357.59,-,2597.311344,2085.012839,10630.16716
174000000,2009,Subsistence,Magnitude,Among Families,5308.2,-,1381.45814,3035.701359,7580.698641
175100000,2009,Subsistence,Magnitude,Among Families,8024.712,-,1696.999632,5233.147605,10816.27639
175200000,2009,Subsistence,Magnitude,Among Families,16641.76,-,3746.863134,10478.17015,22805.34985
175300000,2009,Subsistence,Magnitude,Among Families,21812.39,-,8454.695927,7904.4152,35720.3648
175900000,2009,Subsistence,Magnitude,Among Families,5985.531,-,1263.460796,3907.13799,8063.92401
50500000,2009,Subsistence,Magnitude,Among Families,29188.45,-,6205.858222,18979.81323,39397.08677
51600000,2009,Subsistence,Magnitude,Among Families,8565.948,-,1663.677609,5829.198334,11302.69767
51700000,2009,Subsistence,Magnitude,Among Families,54652.76,-,6953.190586,43214.76149,66090.75851
52000000,2009,Subsistence,Magnitude,Among Families,4797.271,-,3719.185038,-1320.788387,10915.33039
54100000,2009,Subsistence,Magnitude,Among Families,29370.06,-,6571.829819,18559.39995,40180.72005
56200000,2009,Subsistence,Magnitude,Among Families,12970.3,-,2375.01119,9063.406592,16877.19341
60400000,2009,Subsistence,Magnitude,Among Families,18847.67,-,4500.887429,11443.71018,26251.62982
60600000,2009,Subsistence,Magnitude,Among Families,15496.48,-,4115.262072,8726.873892,22266.08611
61900000,2009,Subsistence,Magnitude,Among Families,15816.56,-,9991.496913,-619.4524215,32252.57242
67900000,2009,Subsistence,Magnitude,Among Families,1656.951,-,892.1422405,189.3770143,3124.524986
63000000,2009,Subsistence,Magnitude,Among Families,27816.67,-,5452.812175,18846.79397,36786.54603
64500000,2009,Subsistence,Magnitude,Among Families,38471.18,-,8447.764051,24574.60814,52367.75186
71200000,2009,Subsistence,Magnitude,Among Families,42618.51,-,8095.423319,29301.53864,55935.48136
72200000,2009,Subsistence,Magnitude,Among Families,86825.17,-,13137.97206,65213.20596,108437.134
74600000,2009,Subsistence,Magnitude,Among Families,31137.93,-,5959.40984,21334.70081,40941.15919
76100000,2009,Subsistence,Magnitude,Among Families,1236.444,-,779.1732713,-45.29603134,2518.184031
87800000,2009,Subsistence,Magnitude,Among Families,3347.217,-,1609.848549,699.0161376,5995.417862
82600000,2009,Subsistence,Magnitude,Among Families,24976.47,-,4754.281655,17155.67668,32797.26332
83700000,2009,Subsistence,Magnitude,Among Families,40351.54,-,5652.877921,31052.55582,49650.52418
84800000,2009,Subsistence,Magnitude,Among Families,23046.28,-,5695.860217,13676.58994,32415.97006
86400000,2009,Subsistence,Magnitude,Among Families,8441.656,-,3191.587701,3191.494233,13691.81777
86000000,2009,Subsistence,Magnitude,Among Families,24839.4,-,5675.8873,15502.56539,34176.23461
97200000,2009,Subsistence,Magnitude,Among Families,78184.47,-,10195.72848,61412.49665,94956.44335
97300000,2009,Subsistence,Magnitude,Among Families,43934.87,-,6839.578759,32683.76294,55185.97706
98300000,2009,Subsistence,Magnitude,Among Families,26884.05,-,3802.267055,20629.32069,33138.77931
99700000,2009,Subsistence,Magnitude,Among Families,399.9333,-,334.0092095,-149.5118497,949.3784497
101300000,2009,Subsistence,Magnitude,Among Families,47093.29,-,7830.839861,34211.55843,59975.02157
101800000,2009,Subsistence,Magnitude,Among Families,660.5736,-,607.472499,-338.7186608,1659.865861
103500000,2009,Subsistence,Magnitude,Among Families,36880.46,-,7087.571026,25221.40566,48539.51434
104200000,2009,Subsistence,Magnitude,Among Families,22043.78,-,3845.744965,15717.52953,28370.03047
104300000,2009,Subsistence,Magnitude,Among Families,37304.66,-,6349.885106,26859.099,47750.221
112300000,2009,Subsistence,Magnitude,Among Families,26328.26,-,12614.20055,5577.900098,47078.6199
112400000,2009,Subsistence,Magnitude,Among Families,46369.77,-,9746.745042,30336.37441,62403.16559
112500000,2009,Subsistence,Magnitude,Among Families,20654.55,-,3875.698303,14279.02629,27030.07371
118200000,2009,Subsistence,Magnitude,Among Families,15814.82,-,3266.288108,10441.77606,21187.86394
124700000,2009,Subsistence,Magnitude,Among Families,23639.29,-,5181.928128,15115.01823,32163.56177
128000000,2009,Subsistence,Magnitude,Among Families,21568.09,-,3970.606286,15036.44266,28099.73734
126300000,2009,Subsistence,Magnitude,Among Families,36308.53,-,6455.243142,25689.65503,46927.40497
126500000,2009,Subsistence,Magnitude,Among Families,21727.03,-,4305.338719,14644.74781,28809.31219
129800000,2009,Subsistence,Magnitude,Among Families,5050.979,-,2079.299504,1630.531317,8471.426683
160200000,2009,Subsistence,Magnitude,Among Families,24305.28,-,3653.55594,18295.18048,30315.37952
160300000,2009,Subsistence,Magnitude,Among Families,43446.51,-,5690.024957,34086.41895,52806.60105
166700000,2009,Subsistence,Magnitude,Among Families,30157.43,-,3797.384024,23910.73328,36404.12672
166800000,2009,Subsistence,Magnitude,Among Families,23398.2,-,3405.588979,17796.00613,29000.39387
150700000,2009,Subsistence,Magnitude,Among Families,898.5303,-,566.3547297,-33.12323039,1830.18383
153600000,2009,Subsistence,Magnitude,Among Families,28616.93,-,6704.425388,17588.15024,39645.70976
153800000,2009,Subsistence,Magnitude,Among Families,20883.81,-,5317.071266,12137.22777,29630.39223
156600000,2009,Subsistence,Magnitude,Among Families,4269.648,-,1158.641118,2363.68336,6175.61264
157000000,2009,Subsistence,Magnitude,Among Families,2839.634,-,1726.414258,-0.317454871,5679.585455
130000000,2012,Subsistence,Magnitude,Among Families,9004.008,-,2816.50736,4370.853394,13637.16261
140100000,2012,Subsistence,Magnitude,Among Families,4428.33,-,1281.715031,2319.908774,6536.751226
148100000,2012,Subsistence,Magnitude,Among Families,6871.916,-,2099.755197,3417.818701,10326.0133
141100000,2012,Subsistence,Magnitude,Among Families,839.3489,-,475.0307247,57.9233578,1620.774442
142700000,2012,Subsistence,Magnitude,Among Families,7326.623,-,1642.879465,4624.086281,10029.15972
143200000,2012,Subsistence,Magnitude,Among Families,3574.137,-,1812.65606,592.3177816,6555.956218
144400000,2012,Subsistence,Magnitude,Among Families,3455.618,-,1153.543907,1558.038273,5353.197727
12800000,2012,Subsistence,Magnitude,Among Families,1773.579,-,723.1508899,583.9957861,2963.162214
12900000,2012,Subsistence,Magnitude,Among Families,9060.342,-,4415.847588,1796.272717,16324.41128
13300000,2012,Subsistence,Magnitude,Among Families,8932.501,-,2718.981134,4459.777034,13405.22497
15500000,2012,Subsistence,Magnitude,Among Families,23691.99,-,4316.526225,16591.30436,30792.67564
20900000,2012,Subsistence,Magnitude,Among Families,404.8964,-,0.105556482,404.7227596,405.0700404
21500000,2012,Subsistence,Magnitude,Among Families,10126.7,-,2561.861831,5912.437288,14340.96271
23100000,2012,Subsistence,Magnitude,Among Families,15807.57,-,3108.281046,10694.44768,20920.69232
25000000,2012,Subsistence,Magnitude,Among Families,6708.752,-,5041.351495,-1584.271209,15001.77521
25700000,2012,Subsistence,Magnitude,Among Families,306.4118,-,288.4614226,-168.1072402,780.9308402
37700000,2012,Subsistence,Magnitude,Among Families,4033.619,-,844.5921359,2644.264936,5422.973064
30800000,2012,Subsistence,Magnitude,Among Families,2948.301,-,1336.786325,749.2874962,5147.314504
31400000,2012,Subsistence,Magnitude,Among Families,9989.192,-,4930.784716,1878.051141,18100.33286
34900000,2012,Subsistence,Magnitude,Among Families,23463.94,-,4498.735082,16063.52079,30864.35921
35400000,2012,Subsistence,Magnitude,Among Families,4709.518,-,3172.143336,-508.6577878,9927.693788
36900000,2012,Subsistence,Magnitude,Among Families,10022.55,-,2488.499921,5928.967631,14116.13237
37100000,2012,Subsistence,Magnitude,Among Families,8436.425,-,4359.07874,1265.740473,15607.10953
41000000,2012,Subsistence,Magnitude,Among Families,31916.81,-,7578.340866,19450.43928,44383.18072
42100000,2012,Subsistence,Magnitude,Among Families,2994.425,-,2620.239423,-1315.868851,7304.718851
43400000,2012,Subsistence,Magnitude,Among Families,8241.813,-,3297.69845,2817.09905,13666.52695
45600000,2012,Subsistence,Magnitude,Among Families,21200.66,-,5148.172161,12731.9168,29669.4032
45800000,2012,Subsistence,Magnitude,Among Families,7958.021,-,3273.477477,2573.150551,13342.89145
174000000,2012,Subsistence,Magnitude,Among Families,3299.408,-,1031.83412,1602.040873,4996.775127
175100000,2012,Subsistence,Magnitude,Among Families,14163.91,-,4518.502925,6730.972689,21596.84731
175200000,2012,Subsistence,Magnitude,Among Families,14825.62,-,3864.256486,8468.91808,21182.32192
175300000,2012,Subsistence,Magnitude,Among Families,15526.41,-,6456.960065,4904.710694,26148.10931
175900000,2012,Subsistence,Magnitude,Among Families,5862.188,-,1619.955479,3197.361236,8527.014764
50500000,2012,Subsistence,Magnitude,Among Families,40490.74,-,6344.460702,30054.10214,50927.37786
51600000,2012,Subsistence,Magnitude,Among Families,8046.108,-,2067.821724,4644.541264,11447.67474
51700000,2012,Subsistence,Magnitude,Among Families,38567.33,-,6343.291886,28132.61485,49002.04515
52000000,2012,Subsistence,Magnitude,Among Families,10129.62,-,4108.705407,3370.799606,16888.44039
54100000,2012,Subsistence,Magnitude,Among Families,26362.92,-,5536.682805,17255.07679,35470.76321
56200000,2012,Subsistence,Magnitude,Among Families,16590.39,-,3303.802619,11155.63469,22025.14531
60400000,2012,Subsistence,Magnitude,Among Families,5802.452,-,1856.159948,2749.068885,8855.835115
60600000,2012,Subsistence,Magnitude,Among Families,12156.19,-,3460.844479,6463.100832,17849.27917
61900000,2012,Subsistence,Magnitude,Among Families,15200.87,-,5806.553733,5649.089109,24752.65089
67900000,2012,Subsistence,Magnitude,Among Families,2084.006,-,1311.916024,-74.0958596,4242.10786
63000000,2012,Subsistence,Magnitude,Among Families,35938.92,-,7049.15175,24343.06537,47534.77463
64500000,2012,Subsistence,Magnitude,Among Families,52683.35,-,8490.302194,38716.80289,66649.89711
71200000,2012,Subsistence,Magnitude,Among Families,33287.71,-,5241.78022,24664.98154,41910.43846
72200000,2012,Subsistence,Magnitude,Among Families,68383.28,-,10554.43065,51021.24158,85745.31842
74600000,2012,Subsistence,Magnitude,Among Families,71994.35,-,10911.26994,54045.31094,89943.38906
76100000,2012,Subsistence,Magnitude,Among Families,1915.741,-,1844.588348,-1118.606833,4950.088833
87800000,2012,Subsistence,Magnitude,Among Families,2190.795,-,718.1218577,1009.484544,3372.105456
82600000,2012,Subsistence,Magnitude,Among Families,29057.64,-,4850.215958,21079.03475,37036.24525
83700000,2012,Subsistence,Magnitude,Among Families,42173.57,-,5323.418837,33416.54601,50930.59399
84800000,2012,Subsistence,Magnitude,Among Families,22294.04,-,6316.377391,11903.59919,32684.48081
86400000,2012,Subsistence,Magnitude,Among Families,15236.66,-,3900.269161,8820.717231,21652.60277
86000000,2012,Subsistence,Magnitude,Among Families,26765.79,-,5538.413086,17655.10047,35876.47953
