psgc_regn,pov_regn_year,pov_reign_sector,pov_regn_type_of_poverty,pov_regn_measure,pov_regn_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
160000000,2006,Women,Poverty,Magnitude,Among Population,465921.4,6.812491,-,443852.66,487990.14
150000000,2006,Women,Poverty,Magnitude,Among Population,610223.6,7.078092,-,580520.83,639926.37
130000000,2009,Women,Poverty,Magnitude,Among Population,225185.4,11.50284,-,223589.25,226781.55
140000000,2009,Women,Poverty,Magnitude,Among Population,171016.3,11.23916,-,163953.77,178078.83
10000000,2009,Women,Poverty,Magnitude,Among Population,540749.2,7.053888,-,526668.88,554829.52
20000000,2009,Women,Poverty,Magnitude,Among Population,267430.6,9.274583,-,259997.39,274863.81
30000000,2009,Women,Poverty,Magnitude,Among Population,699107.3,7.435268,-,686729.28,711485.32
40000000,2009,Women,Poverty,Magnitude,Among Population,768754.4,8.012179,-,755467.24,782041.56
170000000,2009,Women,Poverty,Magnitude,Among Population,473694.2,6.822713,-,455115.4,492273
50000000,2009,Women,Poverty,Magnitude,Among Population,1151491,4.140913,-,1117498.96,1185483.04
60000000,2009,Women,Poverty,Magnitude,Among Population,980517.1,6.117339,-,951900.78,1009133.42
70000000,2009,Women,Poverty,Magnitude,Among Population,1152659,6.375983,-,1111936.89,1193381.11
80000000,2009,Women,Poverty,Magnitude,Among Population,808542.6,5.37503,-,780200.78,836884.42
90000000,2009,Women,Poverty,Magnitude,Among Population,656667.8,6.705393,-,626554.22,686781.38
100000000,2009,Women,Poverty,Magnitude,Among Population,774512.6,6.075713,-,745142.66,803882.54
110000000,2009,Women,Poverty,Magnitude,Among Population,602119.5,7.945387,-,578458.16,625780.84
120000000,2009,Women,Poverty,Magnitude,Among Population,656426.5,6.354097,-,632469.36,680383.64
160000000,2009,Women,Poverty,Magnitude,Among Population,539196.7,5.294182,-,517652.7,560740.7
150000000,2009,Women,Poverty,Magnitude,Among Population,701674.4,5.809004,-,671305.39,732043.41
130000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2012,Women,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2003,Youth,Poverty,Magnitude,Among Population,77623.04,16.22514,-,77158.4,78087.68
140000000,2003,Youth,Poverty,Magnitude,Among Population,62814.41,13.6509,-,60606,65022.82
10000000,2003,Youth,Poverty,Magnitude,Among Population,190950.9,9.681401,-,185893.6,196008.2
20000000,2003,Youth,Poverty,Magnitude,Among Population,102802.9,12.35456,-,99873.58,105732.2
30000000,2003,Youth,Poverty,Magnitude,Among Population,224244.8,10.77205,-,220697.8,227791.8
40000000,2003,Youth,Poverty,Magnitude,Among Population,283829.9,11.41443,-,278924.9,288734.9
170000000,2003,Youth,Poverty,Magnitude,Among Population,176842.3,9.084705,-,169393.8,184290.8
50000000,2003,Youth,Poverty,Magnitude,Among Population,424310.3,5.995759,-,409376,439244.6
60000000,2003,Youth,Poverty,Magnitude,Among Population,406046.4,8.352043,-,392170.1,419922.7
70000000,2003,Youth,Poverty,Magnitude,Among Population,467219.7,8.261502,-,449112,485327.4
80000000,2003,Youth,Poverty,Magnitude,Among Population,255917.6,7.315772,-,247036.3,264798.9
90000000,2003,Youth,Poverty,Magnitude,Among Population,294050.6,8.87554,-,277008.2,311093
100000000,2003,Youth,Poverty,Magnitude,Among Population,308859.3,8.385234,-,295195.3,322523.3
110000000,2003,Youth,Poverty,Magnitude,Among Population,275285.2,10.16608,-,263969.8,286600.6
120000000,2003,Youth,Poverty,Magnitude,Among Population,289190.7,8.543059,-,277463.1,300918.3
160000000,2003,Youth,Poverty,Magnitude,Among Population,194954.3,8.027534,-,185558.7,204349.9
150000000,2003,Youth,Poverty,Magnitude,Among Population,245254.2,10.34037,-,233010.8,257497.6
130000000,2006,Youth,Poverty,Magnitude,Among Population,126704.1,12.37387,-,125773.76,127634.44
140000000,2006,Youth,Poverty,Magnitude,Among Population,89095.76,14.02311,-,84955.65,93235.87
10000000,2006,Youth,Poverty,Magnitude,Among Population,266769.4,8.488403,-,258494.28,275044.52
20000000,2006,Youth,Poverty,Magnitude,Among Population,122341.5,9.984681,-,119128.01,125554.99
30000000,2006,Youth,Poverty,Magnitude,Among Population,332465.4,10.1218,-,325599.93,339330.87
40000000,2006,Youth,Poverty,Magnitude,Among Population,278124.3,13.15184,-,272647.26,283601.34
170000000,2006,Youth,Poverty,Magnitude,Among Population,217879.6,9.440889,-,206291.6,229467.6
50000000,2006,Youth,Poverty,Magnitude,Among Population,475730.2,6.220957,-,456653.65,494806.75
60000000,2006,Youth,Poverty,Magnitude,Among Population,384694.9,8.549685,-,372372.82,397016.98
70000000,2006,Youth,Poverty,Magnitude,Among Population,495129,8.014329,-,475894.07,514363.93
80000000,2006,Youth,Poverty,Magnitude,Among Population,299736.4,6.155534,-,290622.41,308850.39
90000000,2006,Youth,Poverty,Magnitude,Among Population,277917,9.495193,-,263108.92,292725.08
100000000,2006,Youth,Poverty,Magnitude,Among Population,347273.8,7.504813,-,333431.47,361116.13
110000000,2006,Youth,Poverty,Magnitude,Among Population,266531.4,11.20662,-,254815.69,278247.11
120000000,2006,Youth,Poverty,Magnitude,Among Population,331501.6,7.468028,-,318923.3,344079.9
160000000,2006,Youth,Poverty,Magnitude,Among Population,216812.5,8.678862,-,204804.87,228820.13
150000000,2006,Youth,Poverty,Magnitude,Among Population,321900,7.867638,-,305614.23,338185.77
130000000,2009,Youth,Poverty,Magnitude,Among Population,103462.2,13.73101,-,102777.37,104147.03
140000000,2009,Youth,Poverty,Magnitude,Among Population,84770.99,12.28553,-,81474.92,88067.06
10000000,2009,Youth,Poverty,Magnitude,Among Population,256244.4,8.353022,-,249252.61,263236.19
20000000,2009,Youth,Poverty,Magnitude,Among Population,118976.9,11.23638,-,115564.18,122389.62
30000000,2009,Youth,Poverty,Magnitude,Among Population,346784.2,8.203344,-,340962.43,352605.97
40000000,2009,Youth,Poverty,Magnitude,Among Population,366421.4,9.055796,-,360375.93,372466.87
170000000,2009,Youth,Poverty,Magnitude,Among Population,181674.9,8.625033,-,174686.8,188663
50000000,2009,Youth,Poverty,Magnitude,Among Population,538823.4,5.048504,-,520933.91,556712.89
60000000,2009,Youth,Poverty,Magnitude,Among Population,493296.6,7.000095,-,478038.8,508554.4
70000000,2009,Youth,Poverty,Magnitude,Among Population,536502,7.262427,-,518475.65,554528.35
80000000,2009,Youth,Poverty,Magnitude,Among Population,398644.7,5.593212,-,385035.3,412254.1
90000000,2009,Youth,Poverty,Magnitude,Among Population,307273.8,7.538033,-,293165.45,321382.15
100000000,2009,Youth,Poverty,Magnitude,Among Population,392933.5,7.430637,-,375770.74,410096.26
110000000,2009,Youth,Poverty,Magnitude,Among Population,289217,9.739311,-,277871.36,300562.64
120000000,2009,Youth,Poverty,Magnitude,Among Population,328271.4,7.329244,-,316087.07,340455.73
160000000,2009,Youth,Poverty,Magnitude,Among Population,266433.8,6.406056,-,254643.45,278224.15
150000000,2009,Youth,Poverty,Magnitude,Among Population,357577,6.785971,-,341701.57,373452.43
130000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2012,Youth,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2003,Children,Poverty,Magnitude,Among Population,216745.9,12.60959,-,214424.9,219066.9
140000000,2003,Children,Poverty,Magnitude,Among Population,178570.6,10.78855,-,169650.6,187490.6
10000000,2003,Children,Poverty,Magnitude,Among Population,545587,6.969671,-,526101.6,565072.4
20000000,2003,Children,Poverty,Magnitude,Among Population,297183.2,9.237607,-,285456.2,308910.2
30000000,2003,Children,Poverty,Magnitude,Among Population,640315.1,8.160178,-,625239.5,655390.7
40000000,2003,Children,Poverty,Magnitude,Among Population,753798.6,8.900893,-,734512.4,773084.8
170000000,2003,Children,Poverty,Magnitude,Among Population,518487.5,5.511328,-,497594.9,539380.1
50000000,2003,Children,Poverty,Magnitude,Among Population,1321667,4.01757,-,1273029,1370305
60000000,2003,Children,Poverty,Magnitude,Among Population,1074153,6.167273,-,1029955,1118351
70000000,2003,Children,Poverty,Magnitude,Among Population,1158170,6.28851,-,1103076,1213264
80000000,2003,Children,Poverty,Magnitude,Among Population,865287.7,5.241493,-,830430.1,900145.3
90000000,2003,Children,Poverty,Magnitude,Among Population,748702.6,6.045265,-,707749.3,789655.9
100000000,2003,Children,Poverty,Magnitude,Among Population,766519.6,6.453684,-,728408.9,804630.3
110000000,2003,Children,Poverty,Magnitude,Among Population,662391.8,7.999086,-,628991.3,695792.3
120000000,2003,Children,Poverty,Magnitude,Among Population,669174,6.902349,-,637604.8,700743.2
160000000,2003,Children,Poverty,Magnitude,Among Population,494652.2,5.647344,-,471035.8,518268.6
150000000,2003,Children,Poverty,Magnitude,Among Population,452443.9,9.519831,-,425160.7,479727.1
130000000,2006,Children,Poverty,Magnitude,Among Population,335735.2,11.21059,-,330739.68,340730.72
140000000,2006,Children,Poverty,Magnitude,Among Population,186383.4,11.60386,-,175559.26,197207.54
10000000,2006,Children,Poverty,Magnitude,Among Population,636428,6.474463,-,612370.73,660485.27
20000000,2006,Children,Poverty,Magnitude,Among Population,302638.7,8.277568,-,291782.09,313495.31
30000000,2006,Children,Poverty,Magnitude,Among Population,765664.6,8.062036,-,744682.79,786646.41
40000000,2006,Children,Poverty,Magnitude,Among Population,800802.3,10.44843,-,774568.01,827036.59
170000000,2006,Children,Poverty,Magnitude,Among Population,624433.2,5.861308,-,594224.18,654642.22
50000000,2006,Children,Poverty,Magnitude,Among Population,1368777,3.998022,-,1318790.86,1418763.14
60000000,2006,Children,Poverty,Magnitude,Among Population,1040531,6.69439,-,996370.85,1084691.15
70000000,2006,Children,Poverty,Magnitude,Among Population,1251095,6.072387,-,1191284.12,1310905.88
80000000,2006,Children,Poverty,Magnitude,Among Population,904143.6,5.090261,-,867009.63,941277.57
90000000,2006,Children,Poverty,Magnitude,Among Population,707173.5,6.657527,-,667824.63,746522.37
100000000,2006,Children,Poverty,Magnitude,Among Population,807177.4,5.235122,-,774209.28,840145.52
110000000,2006,Children,Poverty,Magnitude,Among Population,679630.7,7.867951,-,644207.33,715054.07
120000000,2006,Children,Poverty,Magnitude,Among Population,667809.9,5.666803,-,641796.19,693823.61
160000000,2006,Children,Poverty,Magnitude,Among Population,520050.4,5.792514,-,494627.76,545473.04
150000000,2006,Children,Poverty,Magnitude,Among Population,674345.5,6.758878,-,638095.96,710595.04
130000000,2009,Children,Poverty,Magnitude,Among Population,270311.2,10.64768,-,267192.07,273430.33
140000000,2009,Children,Poverty,Magnitude,Among Population,183415.4,10.17232,-,174084.85,192745.95
10000000,2009,Children,Poverty,Magnitude,Among Population,549288.1,6.201585,-,531978.15,566598.05
20000000,2009,Children,Poverty,Magnitude,Among Population,288727.2,8.424553,-,278520.68,298933.72
30000000,2009,Children,Poverty,Magnitude,Among Population,761960.1,6.971617,-,743516.96,780403.24
40000000,2009,Children,Poverty,Magnitude,Among Population,865026.5,7.271611,-,844460.62,885592.38
170000000,2009,Children,Poverty,Magnitude,Among Population,570774.6,5.728999,-,546909.4,594639.8
50000000,2009,Children,Poverty,Magnitude,Among Population,1367774,3.401135,-,1325925.57,1409622.43
60000000,2009,Children,Poverty,Magnitude,Among Population,1124682,5.079448,-,1085391.76,1163972.24
70000000,2009,Children,Poverty,Magnitude,Among Population,1202629,5.655999,-,1152141.96,1253116.04
80000000,2009,Children,Poverty,Magnitude,Among Population,943877.3,4.636578,-,907315.77,980438.83
90000000,2009,Children,Poverty,Magnitude,Among Population,732227.9,5.669725,-,696583.65,767872.15
100000000,2009,Children,Poverty,Magnitude,Among Population,819433.1,5.106156,-,785888.12,852978.08
110000000,2009,Children,Poverty,Magnitude,Among Population,683294.6,6.967298,-,651369.75,715219.45
120000000,2009,Children,Poverty,Magnitude,Among Population,722579,5.366442,-,694015.8,751142.2
160000000,2009,Children,Poverty,Magnitude,Among Population,582151.2,4.343687,-,558324.96,605977.44
150000000,2009,Children,Poverty,Magnitude,Among Population,746659.7,5.190074,-,712113.67,781205.73
130000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2012,Children,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,5849.705,32.61102,-,5818.971,5880.439
140000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,12256.53,16.98711,-,11836.64,12676.42
10000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,33753.49,14.15775,-,32975.05,34531.93
20000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,18907.95,15.88651,-,18469.55,19346.35
30000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,39965.08,15.62462,-,39253.59,40676.57
40000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,46258.62,14.78462,-,45417.18,47100.06
170000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,32343.44,11.90692,-,30945.62,33741.26
50000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,83792.49,8.916091,-,80872.82,86712.16
60000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,71484.19,11.94758,-,69511.35,73457.03
70000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,128598.8,9.031186,-,123340.9,133856.7
80000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,59841.71,9.732944,-,57896.02,61787.4
90000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,66142.76,9.174218,-,62600.59,69684.93
100000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,52679.81,10.3992,-,50516.52,54843.1
110000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,48471.82,12.10523,-,46493.26,50450.38
120000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,35951.57,10.75128,-,34634.59,37268.55
160000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,40586.79,7.906554,-,39110.31,42063.27
150000000,2003,Senior Citizens,Poverty,Magnitude,Among Population,16348.3,16.44613,-,15531.17,17165.43
130000000,2006,Senior Citizens,Poverty,Magnitude,Among Population,14219.44,20.01027,-,14128.84,14310.04
140000000,2006,Senior Citizens,Poverty,Magnitude,Among Population,18319.58,17.23465,-,17483.06,19156.1
10000000,2006,Senior Citizens,Poverty,Magnitude,Among Population,62694.28,13.14506,-,60787.95,64600.61
20000000,2006,Senior Citizens,Poverty,Magnitude,Among Population,19737.35,17.34333,-,19209.92,20264.78
30000000,2006,Senior Citizens,Poverty,Magnitude,Among Population,55017.42,13.99262,-,54047.28,55987.56
